filename,Di_A,Df_A,Dif_A,density_gcc,unit_cell_volume_A3,SA_A2,SA_m2_cm3,SA_m2_g,AV_A3,AV_fraction,AV_cm3_g,num_channels,num_pockets
DB0-m3_o24_o25_f0_pcu.sym.30_repeat,7.99287,5.22154,7.99287,1.43438,1683.51,261.759,1554.84,1083.98,177.442,0.1054,0.0734815,1,0
DB0-m3_o24_o27_f0_nbo.sym.160_repeat,15.18494,11.08290,15.18076,0.374837,17912.3,3028.64,1690.82,4510.8,9457.69,0.528,1.40861,1,0
DB0-m3_o24_o27_f0_pcu.sym.17_repeat,9.42344,7.70991,9.42305,0.711513,2042.83,377.284,1846.87,2595.69,478.839,0.2344,0.329439,1,0
DB0-m3_o24_o28_f0_nbo.sym.92_repeat,16.00526,9.09773,16.00526,0.425318,21721.2,3758.35,1730.27,4068.17,11025.7,0.5076,1.19346,1,0
DB0-m3_o24_o28_f0_pcu.sym.19_repeat,7.49067,5.68484,7.42123,0.703579,2463.24,517.599,2101.29,2986.58,434.023,0.1762,0.250434,1,0
DB0-m3_o24_o28_f0_pcu.sym.62_repeat,7.86342,5.73240,7.85633,0.800943,2453.18,565.938,2306.96,2880.3,497.505,0.2028,0.253202,1,0
DB0-m3_o24_o28_f0_pcu.sym.77_repeat,8.09256,6.44952,8.07056,0.753065,2455.75,447.519,1822.33,2419.88,337.42,0.1374,0.182454,1,2
DB0-m3_o24_o29_f0_nbo.sym.39_repeat,18.17419,9.53035,18.17419,0.335055,25557.1,4158.87,1627.29,4856.79,14225.1,0.5566,1.66122,1,0
DB0-m3_o24_o29_f0_pcu.sym.6_repeat,7.78262,6.29756,7.39717,0.801009,2902.41,577.012,1988.04,2481.92,516.049,0.1778,0.22197,1,0
DB0-m3_o24_o42_f0_fsc.sym.9_repeat,6.00697,4.53618,5.99824,1.29902,857.825,86.6021,1009.55,777.169,30.367,0.0354,0.0272514,1,0
DB0-m3_o24_o45_f0_fsc.sym.52_repeat,6.00532,4.79140,6.00532,1.17213,1001.89,112.645,1124.32,959.21,53.3005,0.0532,0.0453873,1,0
DB0-m3_o24_o47_f0_fsc.sym.24_repeat,5.42736,4.62955,5.42736,1.29661,867.324,67.3557,776.592,598.942,25.1524,0.029,0.0223661,1,0
DB0-m3_o24_o48_f0_fsc.sym.49_repeat,5.91192,4.36162,5.91192,1.26011,847.545,69.0728,814.975,646.747,23.7312,0.028,0.0222202,1,0
DB0-m3_o24_o52_f0_fsc.sym.99_repeat,6.58818,6.09855,6.58818,1.02982,1175.84,149.552,1271.86,1235.04,100.182,0.0852,0.0827332,1,0
DB0-m3_o24_o78_f0_fsc.sym.14_repeat,5.85246,5.15669,5.85246,1.38875,809.775,67.3084,831.198,598.522,35.4681,0.0438,0.0315391,1,0
DB0-m3_o24_o78_f0_fsc.sym.29_repeat,5.77733,4.76174,5.76627,1.40198,804.615,66.9773,832.414,593.74,24.4603,0.0304,0.0216836,1,0
DB0-m3_o24_o84_f0_fsc_repeat,5.62973,4.60211,5.62960,1.21489,805.277,91.7856,1139.8,938.19,40.9081,0.0508,0.0418144,1,0
DB0-m3_o24_o90_f0_fsc.sym.1_repeat,6.12355,5.71213,6.09185,1.13054,944.692,133.017,1408.05,1245.46,93.5245,0.099,0.0875685,1,0
DB0-m3_o24_o93_f0_fsc.sym.2_repeat,5.43834,4.29172,5.43834,1.34152,766.437,62.9129,820.849,611.879,24.8326,0.0324,0.0241517,1,0
DB0-m3_o24_o99_f0_fsc.sym.3_repeat,6.02491,5.34606,6.02491,1.41684,849.613,70.1501,825.671,582.754,32.7951,0.0386,0.0272437,1,0
DB0-m3_o25_o110_f0_fsc_repeat,10.72035,9.94783,10.70669,0.4523,3934.58,823.723,2093.55,4628.66,1516.39,0.3854,0.852089,1,0
DB0-m3_o25_o115_f0_fsc.sym.10_repeat,10.67450,9.68933,10.67382,0.483245,3875.43,823.589,2125.16,4397.68,1309.12,0.3378,0.699024,1,0
DB0-m3_o25_o115_f0_fsc.sym.19_repeat,10.67846,9.84944,10.67776,0.471533,3879.85,823.439,2122.34,4500.95,1416.92,0.3652,0.774495,1,0
DB0-m3_o25_o115_f0_fsc.sym.1_repeat,10.61261,9.81733,10.61070,0.459427,3873.55,823.037,2124.76,4624.81,1469.62,0.3794,0.825811,1,0
DB0-m3_o25_o115_f0_fsc.sym.42_repeat,10.68847,9.75748,10.68847,0.48446,3879.23,809.471,2086.68,4307.23,1363.94,0.3516,0.725756,1,0
DB0-m3_o25_o115_f0_fsc.sym.63_repeat,10.70945,9.06850,10.70945,0.494969,3884.09,812.439,2091.71,4225.95,1352.44,0.3482,0.703479,1,0
DB0-m3_o25_o115_f0_fsc.sym.8_repeat,10.66619,9.84255,10.66619,0.472497,3878.85,823.743,2123.68,4494.58,1429.75,0.3686,0.780111,1,0
DB0-m3_o25_o149_f0_fsc.sym.70_repeat,7.44966,5.97847,7.44966,0.920298,1312.29,242.604,1848.71,2008.82,152.225,0.116,0.126046,1,0
DB0-m3_o25_o149_f0_fsc.sym.8_repeat,7.17442,5.50872,6.97516,0.846313,1307.15,267.533,2046.69,2418.36,164.701,0.126,0.148881,1,0
DB0-m3_o25_o1510_f0_fsc.sym.19_repeat,10.42686,8.14949,10.33228,0.603336,2348.93,562.876,2396.31,3971.76,542.133,0.2308,0.38254,1,0
DB0-m3_o25_o151_f0_fsc.sym.8_repeat,10.43021,9.04241,10.43021,0.606549,2352.65,562.14,2389.39,3939.32,582.987,0.2478,0.408541,1,0
DB0-m3_o25_o153_f0_fsc.sym.4_repeat,7.09053,4.96078,7.09053,0.882565,1575.65,242.224,1537.3,1741.85,129.203,0.082,0.092911,1,0
DB0-m3_o25_o153_f0_fsc.sym.69_repeat,8.40818,6.54669,8.40818,0.791375,1563.86,318.249,2035.02,2571.5,267.421,0.171,0.21608,1,0
DB0-m3_o25_o26_f0_pcu.sym.76_repeat,12.95354,11.33160,12.95354,0.409434,4143.07,903.406,2180.52,5325.69,1624.91,0.3922,0.957907,1,0
DB0-m3_o25_o26_f0_pcu.sym.79_repeat,12.77524,10.26985,12.76564,0.519903,4129.72,840.499,2035.24,3914.66,1941.79,0.4702,0.904399,1,0
DB0-m3_o25_o27_f0_nbo.sym.98_repeat,22.14806,18.36940,22.14806,0.220572,39484.7,4888.79,1238.15,5613.36,26912.7,0.6816,3.09015,1,0
DB0-m3_o25_o27_f0_pcu.sym.138_repeat,13.34397,10.55453,13.34397,0.425074,4609.88,929.481,2016.28,4743.37,1596.86,0.3464,0.814917,1,0
DB0-m3_o25_o38_f0_fsc_repeat,9.22882,8.02324,9.22882,0.616087,1852.39,403.879,2180.31,3538.97,457.91,0.2472,0.401242,1,0
DB0-m3_o25_o450_f0_fsc.sym.7_repeat,7.22174,5.69346,7.22174,1.05683,1545.52,277.705,1796.84,1700.21,183.299,0.1186,0.112222,1,0
DB0-m3_o25_o45_f0_fsc.sym.21_repeat,8.65638,7.14574,8.65638,0.72219,1552.41,355.956,2292.93,3174.97,326.626,0.2104,0.291336,1,0
DB0-m3_o25_o50_f0_fsc.sym.55_repeat,4.82795,3.74032,4.82070,1.04364,1300.66,0,0,0,0,0,0,0,2
DB0-m3_o25_o510_f0_fsc.sym.32_repeat,7.35114,6.14243,7.35114,0.85433,1588.87,226.027,1422.56,1665.12,156.027,0.0982,0.114944,1,0
DB0-m3_o25_o510_f0_fsc.sym.38_repeat,6.17313,5.06070,6.16908,0.783848,1587.61,275.16,1733.17,2211.11,130.502,0.0822,0.104867,1,0
DB0-m3_o25_o510_f0_fsc.sym.66_repeat,7.57450,5.46225,7.57450,0.857711,1586.43,258.155,1627.27,1897.22,212.264,0.1338,0.155997,1,0
DB0-m3_o25_o510_f0_fsc.sym.81_repeat,7.89526,4.80671,7.89526,0.790233,1583.07,274.497,1733.96,2194.23,194.084,0.1226,0.155144,1,0
DB0-m3_o25_o530_f0_fsc.sym.32_repeat,8.40689,7.48760,8.40339,0.705629,2262.47,480.938,2125.72,3012.52,402.267,0.1778,0.251974,1,0
DB0-m3_o25_o540_f0_fsc.sym.15_repeat,8.99686,8.21222,8.99686,0.602549,2837.25,637.242,2245.98,3727.47,720.662,0.254,0.421542,1,0
DB0-m3_o25_o540_f0_fsc.sym.34_repeat,10.99318,10.26420,10.99318,0.650764,2836.76,441.348,1555.82,2390.76,693.87,0.2446,0.375866,1,2
DB0-m3_o25_o81_f0_fsc.sym.14_repeat,8.92054,8.46637,8.82245,0.850351,1373.27,230.989,1682.04,1978.05,281.794,0.2052,0.241312,1,0
DB0-m3_o25_o84_f0_fsc.sym.25_repeat,5.87129,4.47341,5.87129,1.0795,1143.49,114.621,1002.38,928.553,34.5334,0.0302,0.0279758,1,0
DB0-m3_o26_o29_f0_pcu.sym.32_repeat,15.75455,12.64944,15.75455,0.293496,7829.52,1304.98,1666.75,5678.95,4519.2,0.5772,1.96664,1,0
DB0-m3_o27_nab_repeat,34.82770,29.41093,34.82453,0.108428,59061.6,3929.74,665.363,6136.45,49836.2,0.8438,7.78212,1,0
DB0-m3_o27_o27_f0_pcu.sym.26_repeat,21.72041,16.18804,21.71009,0.297862,13640.9,1811.14,1327.73,4457.54,8844.73,0.6484,2.17685,1,0
DB0-m3_o27_o38_f0_fsc_repeat,11.92742,9.82129,11.46255,0.541491,2359.24,498.567,2113.26,3902.66,806.859,0.342,0.631589,1,0
DB0-m3_o27_o85_f0_fsc_repeat,8.99486,8.22066,8.98877,0.83262,1560.24,224.227,1437.13,1726.03,312.673,0.2004,0.240686,1,0
DB0-m3_o28_o84_f0_fsc_repeat,7.79139,7.13891,7.77647,0.764481,1962.33,348.519,1776.05,2323.21,321.036,0.1636,0.214001,1,0
DB0-m3_o29_o105_f0_fsc_repeat,9.62608,7.67182,9.31871,0.570125,3202.76,686.128,2142.3,3757.61,989.012,0.3088,0.541636,1,0
DB0-m3_o2_o11_f0_pcu.sym.16_repeat,11.60044,7.98153,11.60044,0.565338,2382.69,522.088,2191.18,3875.87,871.586,0.3658,0.647047,1,0
DB0-m3_o2_o12_f0_pcu.sym.2_repeat,10.90681,7.65237,10.89558,0.491402,2349.65,501.879,2135.97,4346.69,869.841,0.3702,0.753355,1,0
DB0-m3_o2_o13_f0_pcu.sym.24_repeat,10.59478,8.49189,10.59478,0.814161,2799.37,575.466,2055.7,2524.93,911.473,0.3256,0.399921,1,0
DB0-m3_o2_o14_f0_pcu.sym.47_repeat,9.42869,6.37569,9.42869,0.824564,2383.44,412.023,1728.69,2096.49,394.698,0.1656,0.200834,1,0
DB0-m3_o2_o15_f0_nbo.sym.52_repeat,16.93647,10.94734,16.83783,0.366787,20376.4,3397.39,1667.32,4545.73,10974.7,0.5386,1.46843,1,0
DB0-m3_o2_o15_f0_nbo.sym.70_repeat,16.37817,10.22884,16.37805,0.423175,20169.9,3298.26,1635.24,3864.21,9818.7,0.4868,1.15035,1,0
DB0-m3_o2_o15_f0_pcu.sym.38_repeat,10.38968,8.09258,10.38968,0.634245,2365.38,434.168,1835.51,2894.01,678.39,0.2868,0.452191,1,0
DB0-m3_o2_o16_f0_pcu.sym.7_repeat,10.78731,8.52054,10.51142,0.504369,2803.3,611.309,2180.67,4323.57,981.156,0.35,0.693936,1,0
DB0-m3_o2_o17_f0_pcu.sym.63_repeat,10.56913,8.08564,10.51924,0.531861,3246.61,641.209,1975.01,3713.39,939.57,0.2894,0.544127,1,0
DB0-m3_o2_o18_f0_pcu.sym.42_repeat,10.97508,9.94543,10.97508,0.541739,3256.97,653.64,2006.89,3704.54,1003.8,0.3082,0.568909,1,0
DB0-m3_o2_o19_f0_pcu.sym.17_repeat,8.66083,6.70235,8.66083,0.543281,2541.15,563.599,2217.89,4082.4,766.92,0.3018,0.555514,1,0
DB0-m3_o2_o19_f0_pcu.sym.21_repeat,10.08889,7.31555,10.08889,0.584994,2541.61,546.674,2150.9,3676.78,708.093,0.2786,0.476244,1,0
DB0-m3_o2_o20_f0_pcu.sym.48_repeat,10.20080,8.56102,10.20080,0.483591,3130.56,609.861,1948.09,4028.38,1070.65,0.342,0.70721,1,0
DB0-m3_o2_o23_f0_nbo.sym.68_repeat,19.65192,9.95474,19.65192,0.304913,29306.6,5091.44,1737.3,5697.7,16253.4,0.5546,1.81888,1,0
DB0-m3_o2_o24_f0_pcu.sym.64_repeat,8.14760,6.83346,8.14760,0.673398,2322.31,447.522,1927.05,2861.68,429.164,0.1848,0.274429,1,0
DB0-m3_o2_o25_f0_nbo.sym.23_repeat,24.32447,14.00211,24.32447,0.261635,29618.1,4111.16,1388.06,5305.33,20282.5,0.6848,2.61739,1,0
DB0-m3_o2_o25_f0_nbo.sym.52_repeat,24.36017,15.07563,24.36017,0.232768,29416.3,3820.39,1298.73,5579.51,20338.4,0.6914,2.97033,1,0
DB0-m3_o2_o26_f0_pcu.sym.26_repeat,14.95463,11.56396,14.95463,0.380837,3721.43,702.126,1886.71,4954.11,1807.13,0.4856,1.27509,1,0
DB0-m3_o2_o26_f0_pcu.sym.40_repeat,13.28024,9.90112,13.28024,0.393026,3707.85,708.228,1910.08,4859.92,1687.81,0.4552,1.15819,1,0
DB0-m3_o2_o27_f0_nbo.sym.118_repeat,24.73429,14.27228,24.73429,0.229205,35501.5,5107.3,1438.62,6276.56,23786,0.67,2.92315,1,0
DB0-m3_o2_o42_f0_fsc_repeat,8.93726,5.30869,8.93726,0.763161,1334.21,304.129,2279.47,2986.88,263.373,0.1974,0.258661,1,0
DB0-m3_o2_o5_f0_nbo.sym.12_repeat,13.46304,10.71594,13.46304,0.373523,17157.4,3151.63,1836.89,4917.75,8695.37,0.5068,1.35681,1,0
DB0-m3_o2_o5_f0_nbo.sym.65_repeat,11.10067,9.32388,11.03430,0.517506,16905,3405.36,2014.41,3892.53,6356.28,0.376,0.726561,1,0
DB0-m3_o2_o6_f0_pcu.sym.3_repeat,14.45821,11.88604,14.45821,0.380351,3472.78,654.861,1885.69,4957.78,1684.99,0.4852,1.27566,1,0
DB0-m3_o2_o7_f0_nbo.sym.29_repeat,23.98222,16.52026,23.98222,0.2153,32731.1,4199.6,1283.06,5959.39,22826.7,0.6974,3.23919,1,0
DB0-m3_o2_o7_f0_pcu.sym.55_repeat,12.30959,11.38592,12.30959,0.536738,3816.43,667.489,1748.98,3258.55,1418.95,0.3718,0.692703,1,0
DB0-m3_o2_o8_f0_pcu.sym.41_repeat,10.87275,7.81005,10.87275,0.477146,3646.84,768.874,2108.33,4418.64,1138.54,0.3122,0.654307,1,0
DB0-m3_o2_o8_f0_pcu.sym.72_repeat,10.89983,8.78472,10.88064,0.463686,3640.24,759.321,2085.91,4498.53,1401.49,0.385,0.830303,1,0
DB0-m3_o2_o8_f0_pcu.sym.87_repeat,10.64672,9.41998,10.64672,0.561572,3659.46,693.855,1896.06,3376.34,1006.35,0.275,0.489697,1,0
DB0-m3_o2_o9_f0_pcu.sym.83_repeat,7.43228,4.87753,6.71368,0.826884,2381.32,367.62,1543.77,1866.97,220.987,0.0928,0.112228,1,0
DB0-m3_o31_tfl_repeat,13.14089,11.69150,13.14089,0.339895,5873.56,1122.36,1910.86,5621.92,3167.03,0.5392,1.58637,1,0
DB0-m3_o32_o1_tfo_repeat,14.18518,9.88702,14.18518,0.381798,5969.77,1217.53,2039.49,5341.8,2889.37,0.484,1.26768,1,0
DB0-m3_o32_o2_xbe_repeat,17.82886,14.95675,17.38950,0.232516,15222.8,2315.92,1521.35,6543,9526.4,0.6258,2.69143,1,0
DB0-m3_o32_o32_pto.sym.122_repeat,17.84845,8.51655,16.88989,0.351289,20742.8,4045.08,1950.11,5551.31,10678.4,0.5148,1.46546,1,0
DB0-m3_o32_o32_pto.sym.35_repeat,17.89107,8.52759,17.58597,0.386408,20714.3,3948.44,1906.14,4932.96,10634.7,0.5134,1.32865,1,0
DB0-m3_o32_o32_pto.sym.45_repeat,19.66640,8.57354,19.66640,0.352689,20773.1,4049.92,1949.6,5527.81,10789.6,0.5194,1.47268,1,0
DB0-m3_o32_o58_f0_tbo.sym.61_repeat,27.00282,14.39077,27.00282,0.36436,26363,3846.83,1459.18,4004.76,15896.9,0.603,1.65496,1,0
DB0-m3_o35_o35_f0_pts.sym.132_repeat,11.66844,10.64614,11.66844,0.389821,7680.61,1553.3,2022.37,5187.93,3445.52,0.4486,1.15078,1,0
DB0-m3_o38_o38_f0_fof.sym.11_repeat,10.81667,4.15736,9.52401,0.885529,4011.5,674.009,1680.19,1897.39,570.436,0.1422,0.160582,1,0
DB0-m3_o38_o39_f0_fof.sym.20_repeat,10.86286,4.90972,10.86092,0.809721,8078.63,1424.06,1762.76,2176.99,1226.34,0.1518,0.187472,1,4
DB0-m3_o39_o40_f0_fof.sym.3_repeat,10.20508,5.81117,10.20508,0.854483,7903.08,1298.8,1643.41,1923.28,1183.88,0.1498,0.175311,1,0
DB0-m3_o3_cdn_repeat,22.49405,16.38850,22.49405,0.180571,56162.3,6987.74,1244.21,6890.38,40942.3,0.729,4.03719,1,0
DB0-m3_o3_o101_f0_fsc_repeat,13.19523,11.35025,13.19523,0.496007,3058.37,582.607,1904.96,3840.58,1171.36,0.383,0.772166,1,0
DB0-m3_o3_o10_f0_pcu.sym.74_repeat,10.75354,9.60838,10.75124,0.460987,3146.7,720.578,2289.95,4967.49,1086.24,0.3452,0.748829,1,0
DB0-m3_o3_o11_f0_pcu.sym.102_repeat,11.81570,10.31737,11.81570,0.58019,3978.24,640.607,1610.28,2775.43,1055.83,0.2654,0.457436,1,0
DB0-m3_o3_o11_f0_pcu.sym.1_repeat,15.79516,12.01043,15.79516,0.343105,3966.03,741.067,1868.54,5445.96,2074.23,0.523,1.52431,1,0
DB0-m3_o3_o11_f0_pcu.sym.39_repeat,12.89689,10.05684,12.89689,0.441738,3953.14,836.381,2115.74,4789.59,1540.14,0.3896,0.881971,1,0
DB0-m3_o3_o12_f0_pcu.sym.58_repeat,14.71950,12.93980,14.71805,0.388581,3981.42,741.053,1861.27,4789.93,1771.73,0.445,1.14519,1,0
DB0-m3_o3_o14_f0_nbo.sym.39_repeat,19.43517,16.46829,19.43517,0.227781,32980,4064.16,1232.31,5410.08,22716.6,0.6888,3.02396,1,0
DB0-m3_o3_o14_f0_pcu.sym.34_repeat,12.69160,11.52253,12.69160,0.454888,3919.85,765.051,1951.74,4290.58,1375.87,0.351,0.771618,1,0
DB0-m3_o3_o14_f0_pcu.sym.4_repeat,15.75010,11.99133,15.75010,0.4053,3943.19,709.107,1798.31,4436.98,1903.77,0.4828,1.19121,1,0
DB0-m3_o3_o15_f0_pcu.sym.68_repeat,9.82821,7.52055,9.40873,0.590967,3933.9,829.398,2108.34,3567.6,962.231,0.2446,0.413898,1,0
DB0-m3_o3_o17_f0_pcu.sym.6_repeat,17.44506,13.12167,17.44506,0.363848,5359.33,887.852,1656.65,4553.13,2902.61,0.5416,1.48853,1,0
DB0-m3_o3_o18_f0_pcu.sym.91_repeat,15.08359,12.97809,15.08359,0.341746,5382.68,904.413,1680.23,4916.6,2846.36,0.5288,1.54735,1,0
DB0-m3_o3_o20_f0_pcu.sym.54_repeat,15.85598,13.18971,15.85598,0.466058,5199.9,883.534,1699.14,3645.77,2442.91,0.4698,1.00803,1,0
DB0-m3_o3_o24_f0_nbo.sym.89_repeat,19.43537,15.91235,19.42345,0.214244,32521.2,4053.62,1246.46,5817.95,22589.2,0.6946,3.2421,1,0
DB0-m3_o3_o24_f0_pcu.sym.1_repeat,15.06873,13.07905,15.06873,0.377167,3828.25,731.673,1911.24,5067.37,1841.39,0.481,1.2753,1,0
DB0-m3_o3_o24_f0_pcu.sym.22_repeat,15.06352,13.03193,15.05704,0.442893,3823.09,756.981,1980.02,4470.66,1482.6,0.3878,0.875606,1,0
DB0-m3_o3_o24_f0_pcu.sym.27_repeat,7.95055,5.56659,7.95055,0.753227,3823.35,573.275,1499.4,1990.64,403.746,0.1056,0.140197,1,2
DB0-m3_o3_o24_f0_pcu.sym.52_repeat,13.88889,12.01066,13.87389,0.466976,3846.75,678.114,1762.82,3774.98,1476.38,0.3838,0.821884,1,0
DB0-m3_o3_o25_f0_pcu.sym.94_repeat,16.42520,12.23796,16.42520,0.30698,5678.07,948.562,1670.57,5441.94,3246.72,0.5718,1.86266,1,0
DB0-m3_o3_o27_f0_pcu.sym.3_repeat,19.03089,13.42355,19.03089,0.254599,6885.79,1073.36,1558.8,6122.59,4247.16,0.6168,2.42264,1,0
DB0-m3_o3_o4_f0_nbo.sym.4_repeat,17.64065,15.17456,17.23005,0.251094,32993.1,4482.93,1358.75,5411.31,21221.2,0.6432,2.56159,1,0
DB0-m3_o3_o4_f0_nbo.sym.84_repeat,17.62623,14.90069,17.62623,0.287778,32894.8,5125.22,1558.06,5414.12,19335.6,0.5878,2.04255,1,0
DB0-m3_o3_o4_f0_pcu.sym.12_repeat,14.96696,11.61307,14.96696,0.405127,3925.18,744.362,1896.38,4680.95,1807.94,0.4606,1.13693,1,0
DB0-m3_o3_o5_f0_pcu.sym.27_repeat,14.56176,13.23038,14.56176,0.529554,3334.55,665.877,1996.9,3770.91,1337.82,0.4012,0.757618,1,0
DB0-m3_o3_o6_f0_nbo.sym.71_repeat,22.28705,18.35576,22.28705,0.187196,48308.2,5395.79,1116.95,5966.73,34849.5,0.7214,3.85371,1,0
DB0-m3_o3_o9_f0_nbo.sym.35_repeat,17.88329,12.36463,17.87943,0.304168,32874.1,4999.71,1520.87,5000.09,18955.2,0.5766,1.89566,1,0
DB0-m3_o3_o9_f0_nbo.sym.95_repeat,18.93687,15.06426,18.91059,0.248145,32929.4,4622.44,1403.74,5656.95,21252.6,0.6454,2.6009,1,0
DB0-m3_o41_o41_f0_fof.sym.17_repeat,10.50083,4.41410,10.50083,0.920871,3988.48,647.736,1624.02,1763.56,573.544,0.1438,0.156157,1,0
DB0-m3_o42_o155_f0_fsc.sym.17_repeat,7.01385,5.24198,7.01385,0.976289,1649.4,239.012,1449.08,1484.28,135.581,0.0822,0.0841963,1,1
DB0-m3_o42_o4_f0_fsc.sym.1_repeat,6.12007,4.91186,6.12007,1.07294,871.523,116.704,1339.08,1248.05,60.658,0.0696,0.0648687,1,0
DB0-m3_o430_o159_f0_fsc.sym.14_repeat,10.05306,9.04268,10.04897,0.732245,1690.15,274.716,1625.39,2219.74,446.537,0.2642,0.360808,1,0
DB0-m3_o43_o14_f0_fsc.sym.42_repeat,5.76757,4.30655,5.72735,1.13471,1197.41,134.196,1120.72,987.667,48.6148,0.0406,0.03578,1,0
DB0-m3_o43_o23_f0_fsc.sym.84_repeat,7.42186,4.79000,7.09385,0.789429,1837.51,334.709,1821.53,2307.41,185.222,0.1008,0.127687,1,0
DB0-m3_o440_o13_f0_fsc.sym.78_repeat,7.13047,4.77184,7.12064,0.993424,1309.26,203.231,1552.27,1562.54,103.955,0.0794,0.0799256,1,0
DB0-m3_o440_o156_f0_fsc.sym.57_repeat,7.31245,5.28359,7.28297,0.803777,2011.19,358.87,1784.37,2219.98,225.253,0.112,0.139342,1,2
DB0-m3_o440_o158_f0_fsc.sym.22_repeat,8.04588,4.92695,8.04588,1.02764,1550.04,279.45,1802.85,1754.36,182.595,0.1178,0.114631,1,0
DB0-m3_o440_o158_f0_fsc.sym.31_repeat,5.78185,3.94396,5.78148,1.02566,1543.45,113.66,736.403,717.979,40.747,0.0264,0.0257395,1,2
DB0-m3_o440_o20_f0_fsc.sym.1_repeat,10.41857,9.44507,10.41857,0.630237,1467.77,281.759,1919.64,3045.89,470.862,0.3208,0.509015,1,0
DB0-m3_o440_o22_f0_fsc.sym.55_repeat,6.12726,3.95400,6.06895,1.20983,1050.4,80.9534,770.693,637.027,30.0414,0.0286,0.0236397,1,0
DB0-m3_o44_o158_f0_fsc.sym.8_repeat,6.57664,4.59991,6.37336,1.0089,1555.8,228.018,1465.6,1452.67,100.816,0.0648,0.0642283,1,0
DB0-m3_o44_o4_f0_fsc.sym.13_repeat,6.43900,4.92785,6.43844,1.14985,1075.8,179.619,1669.64,1452.06,105.858,0.0984,0.0855767,1,0
DB0-m3_o450_o155_f0_fsc.sym.30_repeat,6.64304,5.25825,6.64304,0.912323,1902.99,292.771,1538.48,1686.33,158.709,0.0834,0.091415,1,0
DB0-m3_o450_o156_f0_fsc.sym.15_repeat,5.57313,4.73770,5.51242,0.901167,1897.48,288.834,1522.2,1689.14,111.572,0.0588,0.0652487,1,1
DB0-m3_o450_o158_f0_fsc.sym.18_repeat,6.51074,4.68293,6.50600,0.955503,1454.93,302.84,2081.47,2178.4,139.965,0.0962,0.10068,1,0
DB0-m3_o450_o23_f0_fsc.sym.73_repeat,7.97142,6.86967,7.97142,0.790381,1536.56,260.285,1693.95,2143.21,234.478,0.1526,0.193071,1,0
DB0-m3_o450_o4_f0_fsc.sym.11_repeat,5.82519,3.94927,5.82519,1.12247,1007.76,104.772,1039.65,926.218,38.0934,0.0378,0.0336757,1,0
DB0-m3_o450_o4_f0_fsc.sym.9_repeat,6.40799,5.46588,6.40799,1.02409,1007.2,153.942,1528.41,1492.46,89.6412,0.089,0.0869065,1,0
DB0-m3_o450_o6_f0_fsc.sym.19_repeat,6.90447,5.28206,6.84750,0.992439,1553.94,342.151,2201.83,2218.61,222.213,0.143,0.144089,1,0
DB0-m3_o45_o14_f0_fsc.sym.20_repeat,6.30902,5.29373,6.30902,1.06116,1018.93,143.39,1407.26,1326.16,75.8082,0.0744,0.0701121,1,0
DB0-m3_o45_o159_f0_fsc.sym.86_repeat,8.77183,5.39266,8.77183,0.890615,1473.45,263.434,1787.87,2007.46,250.781,0.1702,0.191104,1,0
DB0-m3_o45_o22_f0_fsc.sym.24_repeat,6.74996,5.81579,6.54577,1.21656,999.381,119.43,1195.04,982.311,84.1479,0.0842,0.0692115,1,0
DB0-m3_o45_o22_f0_fsc.sym.32_repeat,5.55871,4.16340,5.46377,1.22862,1001.92,70.0826,699.486,569.325,24.6471,0.0246,0.0200224,1,0
DB0-m3_o45_o6_f0_fsc.sym.14_repeat,7.36485,5.28748,7.35631,1.14916,1570.03,343.496,2187.83,1903.86,228.91,0.1458,0.126876,1,0
DB0-m3_o460_o13_f0_fsc.sym.2_repeat,5.35418,4.74477,5.35418,1.19728,856.03,99.5745,1163.21,971.543,43.6575,0.051,0.0425964,1,0
DB0-m3_o460_o23_f0_fsc.sym.1_repeat,6.12493,4.51546,5.84037,0.937881,1046.69,173.598,1658.53,1768.38,73.0592,0.0698,0.0744231,1,0
DB0-m3_o46_o23_f0_fsc.sym.93_repeat,5.98258,4.21596,5.80838,0.985018,1047.22,153.988,1470.45,1492.81,51.7328,0.0494,0.0501514,1,0
DB0-m3_o46_o23_f0_fsc.sym.99_repeat,5.73185,4.46548,5.73185,1.16164,1052.33,82.8394,787.197,677.66,19.9943,0.019,0.0163562,1,1
DB0-m3_o470_o159_f0_fsc.sym.29_repeat,6.93638,5.40801,6.93638,0.934758,1252.81,231.288,1846.15,1975.01,178.901,0.1428,0.152767,1,0
DB0-m3_o470_o6_f0_fsc.sym.8_repeat,6.59404,5.29070,6.58847,0.944559,1323.9,294.327,2223.18,2353.67,210.501,0.159,0.168333,1,0
DB0-m3_o47_o23_f0_fsc.sym.122_repeat,6.99338,5.80676,6.99338,0.836289,1322.91,261.414,1976.06,2362.89,175.682,0.1328,0.158797,1,0
DB0-m3_o47_o23_f0_fsc.sym.51_repeat,6.34018,5.75127,6.34018,0.9372,1324.18,179.575,1356.12,1446.99,88.7202,0.067,0.0714895,1,0
DB0-m3_o47_o23_f0_fsc.sym.8_repeat,7.12048,5.63450,7.12048,0.842587,1322.9,262.016,1980.62,2350.64,169.331,0.128,0.151913,1,0
DB0-m3_o480_o13_f0_fsc.sym.24_repeat,6.11014,5.23155,6.11014,1.05215,1059.35,164.316,1551.1,1474.22,66.7393,0.063,0.0598773,1,0
