filename,Di_A,Df_A,Dif_A,density_gcc,unit_cell_volume_A3,SA_A2,SA_m2_cm3,SA_m2_g,AV_A3,AV_fraction,AV_cm3_g,num_channels,num_pockets
DB0-m2_o13_o16_f0_pcu.sym.72_repeat,9.25227,8.20938,9.21579,0.654547,1967.94,370.031,1880.29,2872.67,436.096,0.2216,0.338555,1,0
DB0-m2_o13_o18_f0_pcu.sym.40_repeat,7.29294,5.91975,7.29294,0.695799,2276.83,390.813,1716.48,2466.91,343.346,0.1508,0.216729,1,1
DB0-m2_o13_o18_f0_pcu.sym.47_repeat,9.55697,8.15171,9.22892,0.705155,2293.37,393.479,1715.73,2433.12,463.261,0.202,0.286462,1,0
DB0-m2_o13_o20_f0_pcu.sym.48_repeat,11.44306,9.59770,11.44306,0.592671,2150.36,424.755,1975.27,3332.83,779.29,0.3624,0.611469,1,0
DB0-m2_o13_o20_f0_pcu.sym.91_repeat,8.76383,6.10765,8.74346,0.704545,2111.16,397.28,1881.81,2670.96,388.031,0.1838,0.260878,1,1
DB0-m2_o13_o21_f0_pcu.sym.4_repeat,10.51847,9.52635,10.48569,0.547348,2092.18,399.346,1908.75,3487.28,700.462,0.3348,0.611677,1,0
DB0-m2_o13_o21_f0_pcu.sym.54_repeat,10.39238,9.00016,10.35724,0.618084,2067.36,414.794,2006.39,3246.14,653.287,0.316,0.511258,1,0
DB0-m2_o13_o21_f0_pcu.sym.9_repeat,9.38324,8.29997,9.38324,0.646102,2091.21,407.403,1948.17,3015.26,506.492,0.2422,0.374863,1,0
DB0-m2_o13_o25_f0_pcu.sym.14_repeat,8.44620,5.99200,8.37938,0.67648,2370.24,550.109,2320.9,3430.85,558.428,0.2356,0.348274,1,0
DB0-m2_o13_o25_f0_pcu.sym.47_repeat,8.14721,6.46140,8.13330,0.66367,2356.33,564.552,2395.89,3610.06,463.727,0.1968,0.296533,1,0
DB0-m2_o13_o27_f0_pcu.sym.50_repeat,9.65940,8.24053,9.65940,0.727246,2867.79,464.077,1618.24,2225.16,607.398,0.2118,0.291236,1,0
DB0-m2_o13_o28_f0_pcu.sym.72_repeat,10.47808,8.13419,10.47808,0.515924,3437.48,742.58,2160.24,4187.14,1220.99,0.3552,0.688474,1,0
DB0-m2_o13_o29_f0_pcu.sym.51_repeat,9.19368,7.12081,9.19368,0.538967,4080.44,937.225,2296.88,4261.62,1031.53,0.2528,0.469045,1,0
DB0-m2_o14_o14_f0_pcu.sym.18_repeat,5.75151,4.13474,5.41986,1.81773,2261.64,147.886,653.889,359.728,39.8049,0.0176,0.00968241,2,0
DB0-m2_o14_o14_f0_pcu.sym.55_repeat,5.72975,4.12936,5.54380,1.11815,2202.71,172.703,784.049,701.202,64.3191,0.0292,0.0261146,1,3
DB0-m2_o14_o16_f0_pcu.sym.61_repeat,6.81078,4.76183,6.81078,0.990378,1327.53,163.613,1232.47,1244.44,70.8899,0.0534,0.0539188,1,1
DB0-m2_o14_o17_f0_nbo.sym.39_repeat,16.17705,9.04748,16.17705,0.471886,13784.6,2468.67,1790.9,3795.2,6090.02,0.4418,0.936244,1,0
DB0-m2_o14_o19_f0_nbo.sym.69_repeat,11.63379,7.18364,11.63379,0.661492,10881,1895.44,1741.97,2633.4,2461.28,0.2262,0.341954,1,0
DB0-m2_o14_o19_f0_pcu.sym.49_repeat,6.26648,4.62278,6.26648,0.937351,1218.12,140.002,1149.33,1226.15,47.7502,0.0392,0.04182,1,0
DB0-m2_o14_o19_f0_pcu.sym.5_repeat,7.27187,5.41189,7.04323,1.02149,1211.5,213.427,1761.68,1724.62,133.265,0.11,0.107686,1,0
DB0-m2_o14_o20_f0_nbo.sym.86_repeat,13.77302,7.23041,13.77302,0.552623,13455.6,2710.06,2014.08,3644.58,4268.12,0.3172,0.57399,1,0
DB0-m2_o14_o20_f0_pcu.sym.34_repeat,7.78259,7.03399,7.66237,0.800959,1491.7,287.285,1925.89,2404.48,276.561,0.1854,0.231473,1,0
DB0-m2_o14_o21_f0_pcu.sym.10_repeat,8.48713,7.52075,8.45188,0.838455,1413.09,274.866,1945.13,2319.9,275.271,0.1948,0.232332,1,0
DB0-m2_o14_o22_f0_nbo.sym.54_repeat,14.00234,10.15912,14.00234,0.558631,5024.85,931.565,1853.92,3318.67,1914.47,0.381,0.682024,1,0
DB0-m2_o14_o22_f0_pcu.sym.13_repeat,6.61758,4.71980,6.61758,1.05041,1080.7,139.972,1295.2,1233.04,55.3317,0.0512,0.0487429,1,0
DB0-m2_o14_o22_f0_pcu.sym.32_repeat,5.79148,4.12062,5.79148,1.13553,1081.67,86.3387,798.195,702.928,28.3398,0.0262,0.0230729,1,0
DB0-m2_o14_o23_f0_nbo.sym.116_repeat,14.41338,9.60782,14.41338,0.41203,7417.78,1363.38,1837.99,4460.81,3602.08,0.4856,1.17856,1,0
DB0-m2_o14_o23_f0_nbo.sym.52_repeat,14.34370,9.25609,14.34370,0.435947,7418.32,1395.23,1880.79,4314.25,3396.11,0.4578,1.05013,1,0
DB0-m2_o14_o23_f0_pcu.sym.9_repeat,7.64167,5.98291,7.64167,0.817105,1637.45,275.366,1681.68,2058.09,175.862,0.1074,0.13144,1,1
DB0-m2_o14_o24_f0_nbo.sym.10_repeat,14.00699,9.63621,13.87039,0.553209,5033.03,908.237,1804.55,3261.97,2015.22,0.4004,0.723777,1,0
DB0-m2_o14_o24_f0_pcu.sym.52_repeat,5.31804,3.76617,5.19025,1.56327,1103.92,0,0,0,0,0,0,0,3
DB0-m2_o14_o25_f0_pcu.sym.23_repeat,8.49348,5.71696,7.78815,0.772963,1640.39,365.965,2230.96,2886.24,291.99,0.178,0.230283,1,0
DB0-m2_o14_o27_f0_nbo.sym.109_repeat,15.88816,10.73218,15.88816,0.371015,17997.8,3130.47,1739.36,4688.13,9762,0.5424,1.46194,1,0
DB0-m2_o14_o27_f0_nbo.sym.1_repeat,16.30230,10.98158,16.30230,0.346781,17990.2,2878.26,1599.9,4613.58,10373.2,0.5766,1.66272,1,0
DB0-m2_o14_o27_f0_pcu.sym.39_repeat,9.58189,7.56604,9.58189,0.750995,1982.9,325.403,1641.05,2185.16,443.377,0.2236,0.297738,1,0
DB0-m2_o14_o74_f0_fsc_repeat,6.27184,5.69603,6.24691,1.25324,804.91,107.758,1338.76,1068.24,79.686,0.099,0.0789953,1,0
DB0-m2_o14_o78_f0_fsc_repeat,5.49958,4.82875,5.48880,1.34707,810.55,108.095,1333.6,989.995,41.9865,0.0518,0.0384537,1,0
DB0-m2_o15_o17_f0_pcu.sym.23_repeat,6.50684,4.68667,6.50684,1.06208,1569.61,161.002,1025.74,965.788,59.6453,0.038,0.0357789,1,1
DB0-m2_o15_o19_f0_nbo.sym.54_repeat,11.12828,5.91514,11.12828,0.717761,10879.8,1939.69,1782.83,2483.88,1923.56,0.1768,0.246321,1,0
DB0-m2_o15_o22_f0_nbo.sym.105_repeat,12.08319,4.74094,11.61287,0.958017,4844.56,629.9,1300.22,1357.2,746.062,0.154,0.160749,1,0
DB0-m2_o15_o22_f0_nbo.sym.38_repeat,14.09194,6.19315,13.39236,0.645322,4993.79,925.485,1853.27,2871.86,1458.19,0.292,0.452487,1,0
DB0-m2_o15_o23_f0_pcu.sym.33_repeat,5.95417,5.38474,5.95417,0.933402,1657.79,240.365,1449.92,1553.37,136.27,0.0822,0.088065,1,0
DB0-m2_o15_o24_f0_nbo.sym.98_repeat,8.15088,4.86504,8.15088,0.804177,4987.39,748.528,1500.84,1866.31,573.55,0.115,0.143003,1,0
DB0-m2_o15_o25_f0_nbo.sym.106_repeat,12.16205,6.84579,12.16205,0.521055,14729.6,3121.56,2119.25,4067.22,5161.24,0.3504,0.672481,1,0
DB0-m2_o15_o27_f0_pcu.sym.10_repeat,9.61446,7.72510,9.59346,0.822511,2026.98,297.877,1469.56,1786.68,371.748,0.1834,0.222976,1,0
DB0-m2_o15_o28_f0_nbo.sym.21_repeat,15.60752,9.31831,15.60752,0.430513,21654,3984.14,1839.91,4273.76,10281.3,0.4748,1.10287,1,0
DB0-m2_o15_o28_f0_nbo.sym.6_repeat,15.91887,9.31628,15.91887,0.412577,21631.3,3696.28,1708.76,4141.69,10274.9,0.475,1.1513,1,0
DB0-m2_o15_o29_f0_pcu.sym.53_repeat,6.43893,6.04715,6.43893,0.89101,2874.51,420.943,1464.4,1643.53,206.39,0.0718,0.0805827,1,2
DB0-m2_o16_o153_f0_pcu_repeat,10.30029,8.00534,10.30029,0.443105,6403.78,1484.18,2317.67,5230.52,2200.34,0.3436,0.775437,1,0
DB0-m2_o16_o16_f0_pcu.sym.13_repeat,6.80928,5.55820,6.63496,0.831452,3625.77,670.629,1849.62,2224.56,361.852,0.0998,0.120031,1,0
DB0-m2_o16_o16_f0_pcu.sym.14_repeat,7.27883,5.33017,7.17038,0.795588,3639.02,659.832,1813.21,2279.08,430.86,0.1184,0.148821,1,0
DB0-m2_o16_o16_f0_pcu.sym.15_repeat,7.21828,5.75678,7.09379,0.783113,3620.7,654.717,1808.26,2309.07,441.725,0.122,0.155789,1,0
DB0-m2_o16_o16_f0_pcu.sym.57_repeat,6.48571,4.40074,6.48571,0.861766,3646.92,532.958,1461.39,1695.81,216.627,0.0594,0.0689282,1,0
DB0-m2_o16_o18_f0_pcu.sym.61_repeat,8.36533,7.01346,8.36084,0.766979,1982.87,334.299,1685.93,2198.15,291.086,0.1468,0.1914,1,0
DB0-m2_o16_o18_f0_pcu.sym.9_repeat,8.25370,6.64225,8.25370,0.796712,1971.45,315.274,1599.19,2007.24,274.821,0.1394,0.174969,1,0
DB0-m2_o16_o20_f0_pcu.sym.21_repeat,8.93096,7.62021,8.93096,0.668854,2039.79,415.074,2034.88,3042.34,517.7,0.2538,0.379455,1,0
DB0-m2_o16_o20_f0_pcu.sym.81_repeat,8.10486,5.49940,8.01442,0.683936,2044.71,450.422,2202.87,3220.87,352.916,0.1726,0.252363,1,0
DB0-m2_o16_o21_f0_pcu.sym.50_repeat,8.08995,5.80446,8.08995,0.670165,1924.53,430.643,2237.66,3338.96,328.325,0.1706,0.254564,1,0
DB0-m2_o16_o21_f0_pcu.sym.52_repeat,7.71022,4.69009,7.69639,0.677751,1934.94,414.592,2142.66,3161.43,250.381,0.1294,0.190926,1,0
DB0-m2_o16_o23_f0_pcu.sym.132_repeat,6.75003,5.85416,6.75003,0.733279,2243.83,465.902,2076.37,2831.63,235.153,0.1048,0.14292,1,0
DB0-m2_o16_o23_f0_pcu.sym.30_repeat,6.98734,4.59760,6.97539,1.17438,2269.06,397.415,1751.45,1491.38,170.18,0.075,0.0638635,1,0
DB0-m2_o16_o23_f0_pcu.sym.58_repeat,8.20090,6.05413,8.10530,0.677264,2271.2,483.002,2126.64,3140.04,385.196,0.1696,0.250419,1,0
DB0-m2_o16_o25_f0_pcu.sym.8_repeat,8.81973,7.61735,8.81070,0.618416,2266.75,533.126,2351.94,3803.16,541.753,0.239,0.386471,1,0
DB0-m2_o16_o26_f0_pcu.sym.41_repeat,9.60287,8.21584,9.60287,0.655558,2402.14,462.42,1925.03,2936.48,546.247,0.2274,0.34688,1,0
DB0-m2_o16_o29_f0_pcu.sym.33_repeat,8.84759,7.29281,8.84759,0.58393,3925.31,761.488,1939.94,3322.22,893.401,0.2276,0.389773,1,0
DB0-m2_o17_o17_f0_pcu.sym.5_repeat,10.65869,9.87424,10.65558,0.573924,6050.6,1272.36,2102.86,3664.01,1937.4,0.3202,0.557913,1,0
DB0-m2_o17_o18_f0_pcu.sym.31_repeat,10.32590,8.09466,10.27645,0.537876,3068.5,625.525,2038.54,3789.97,974.555,0.3176,0.590471,1,0
DB0-m2_o17_o20_f0_pcu.sym.89_repeat,6.88783,4.20412,6.88783,1.28593,3008.24,312.537,1038.94,807.924,155.827,0.0518,0.040282,1,0
DB0-m2_o17_o22_f0_nbo.sym.100_repeat,13.35525,9.83321,13.10977,0.483139,18829.3,3638.72,1932.48,3999.85,7655.98,0.4066,0.84158,1,0
DB0-m2_o17_o22_f0_pcu.sym.89_repeat,8.90482,7.06145,8.90482,0.709162,2177.38,431.762,1982.94,2796.18,440.266,0.2022,0.285125,1,0
DB0-m2_o17_o23_f0_nbo.sym.99_repeat,20.64340,9.36757,20.64340,0.347687,28191.3,4880.23,1731.11,4978.94,14947,0.5302,1.52494,1,0
DB0-m2_o17_o23_f0_pcu.sym.113_repeat,11.09202,8.97438,10.78336,0.519148,3210.99,694.09,2161.61,4163.76,1046.14,0.3258,0.627567,1,0
DB0-m2_o17_o23_f0_pcu.sym.48_repeat,11.56095,7.50027,11.55579,0.582997,3212.52,663.034,2063.91,3540.16,894.367,0.2784,0.477532,1,0
DB0-m2_o17_o24_f0_pcu.sym.95_repeat,7.97715,6.37771,7.92586,0.817089,2170.22,383.892,1768.9,2164.88,319.023,0.147,0.179907,1,0
DB0-m2_o17_o25_f0_pcu.sym.103_repeat,11.83041,9.09130,11.83041,0.535037,3234.42,696.092,2152.14,4022.41,1084.18,0.3352,0.626499,1,0
DB0-m2_o17_o25_f0_pcu.sym.126_repeat,9.29155,7.36553,9.24248,0.575997,3234.66,694.349,2146.59,3726.74,916.701,0.2834,0.492017,1,0
DB0-m2_o17_o25_f0_pcu.sym.19_repeat,10.13357,7.02209,10.13357,0.557983,3220.63,584.915,1816.15,3254.85,743.321,0.2308,0.413633,1,0
DB0-m2_o17_o25_f0_pcu.sym.6_repeat,9.10249,6.07087,8.60200,0.596763,3233.83,719.257,2224.16,3727.05,628.657,0.1944,0.325757,1,0
DB0-m2_o17_o26_f0_pcu.sym.105_repeat,11.69950,10.23266,11.69950,0.471684,3527.47,715.188,2027.48,4298.39,1293.17,0.3666,0.777216,1,0
DB0-m2_o17_o28_f0_nbo.sym.21_repeat,23.69018,15.09274,23.68539,0.22722,41377.8,4792.41,1158.21,5097.3,29535.5,0.7138,3.14145,1,0
DB0-m2_o17_o28_f0_pcu.sym.79_repeat,11.41976,7.83177,11.41976,0.496107,4732.75,1035.48,2187.91,4410.16,1609.13,0.34,0.685336,1,0
DB0-m2_o17_o29_f0_pcu.sym.50_repeat,12.47409,9.67309,12.47409,0.4056,5569.32,1103.96,1982.22,4887.14,2314.61,0.4156,1.02466,1,0
DB0-m2_o17_o78_f0_fsc_repeat,7.57724,4.89181,7.32941,1.01575,1196.05,181.959,1521.33,1497.75,111.472,0.0932,0.0917551,1,4
DB0-m2_o18_o21_f0_pcu.sym.55_repeat,9.14707,6.86898,9.00702,0.606474,2600.65,553.074,2126.67,3506.61,696.455,0.2678,0.441569,1,0
DB0-m2_o18_o22_f0_pcu.sym.33_repeat,7.47175,6.39990,7.40650,0.763802,2043.43,367.771,1799.77,2356.33,250.116,0.1224,0.160251,1,0
DB0-m2_o18_o24_f0_pcu.sym.18_repeat,6.71717,5.47840,6.69772,0.998148,2032.59,239.165,1176.65,1178.83,138.216,0.068,0.0681262,1,0
DB0-m2_o18_o24_f0_pcu.sym.31_repeat,5.18062,3.85690,5.02751,0.977467,2055.62,91.3483,444.384,454.628,18.5006,0.009,0.00920747,1,8
DB0-m2_o18_o25_f0_pcu_repeat,12.79773,11.79035,12.79773,0.45419,3326.47,697.925,2098.09,4619.42,1251.42,0.3762,0.828288,1,0
DB0-m2_o18_o27_f0_pcu.sym.29_repeat,10.94129,9.74748,10.94129,0.486773,3670.57,789.844,2151.83,4420.6,1294.24,0.3526,0.724362,1,0
DB0-m2_o18_o29_f0_pcu.sym.16_repeat,11.61130,8.61373,11.61130,0.44309,5202.9,1010.46,1942.1,4383.09,2095.73,0.4028,0.90907,1,0
DB0-m2_o18_o29_f0_pcu.sym.20_repeat,11.48080,10.03849,11.46566,0.437758,5273.79,1046.86,1985.02,4534.51,2167.53,0.411,0.938874,1,0
DB0-m2_o18_o29_f0_pcu.sym.63_repeat,10.62190,8.37248,10.58753,0.43613,5255.56,1207.6,2297.76,5268.52,2020.24,0.3844,0.881388,1,0
DB0-m2_o18_o89_f0_fsc_repeat,8.72778,8.13244,8.72778,1.04019,1135.97,160.052,1408.95,1354.51,186.072,0.1638,0.157471,1,0
DB0-m2_o19_o22_f0_nbo.sym.25_repeat,15.99951,10.87309,15.99951,0.417273,11923.5,2074.12,1739.53,4168.8,6295.58,0.528,1.26536,1,0
DB0-m2_o19_o22_f0_pcu.sym.27_repeat,6.93874,5.84169,6.93874,0.974541,1321.61,174.938,1323.67,1358.25,110.222,0.0834,0.0855787,1,0
DB0-m2_o19_o23_f0_pcu.sym.9_repeat,7.73268,7.11786,7.72762,0.625976,1951.47,403.054,2065.39,3299.47,321.212,0.1646,0.262949,1,0
DB0-m2_o19_o25_f0_pcu.sym.47_repeat,9.10675,7.12001,9.10131,0.567089,1960.3,427.554,2181.06,3846.07,545.355,0.2782,0.490575,1,0
DB0-m2_o19_o29_f0_nbo.sym.40_repeat,17.82478,10.60438,17.82478,0.27395,30345.5,4994.64,1645.93,6008.12,18298.3,0.603,2.20113,1,0
DB0-m2_o19_o38_f0_fsc_repeat,7.69427,6.75586,7.69427,0.72939,1323.72,275.807,2083.58,2856.61,285.129,0.2154,0.295315,1,0
DB0-m2_o19_qtz_repeat,11.45574,9.12603,11.10522,0.498948,3985.87,914.409,2294.13,4597.93,1658.12,0.416,0.833754,1,0
DB0-m2_o19_sod_repeat,17.49858,12.93912,17.49858,0.344252,11554,2115.54,1831.01,5318.8,6800.67,0.5886,1.70979,1,0
DB0-m2_o19_uoq_repeat,29.76170,29.64148,29.76170,0.348934,22797.9,4068.97,1784.8,5115,13081.4,0.5738,1.64444,1,0
DB0-m2_o1_o11_f0_pcu.sym.12_repeat,7.27060,5.37654,7.27060,0.919213,1126.54,175.944,1561.82,1699.08,107.697,0.0956,0.104002,1,0
DB0-m2_o1_o12_f0_pcu.sym.83_repeat,6.62721,5.44623,6.62721,0.950627,1124.07,161.138,1433.52,1507.97,118.702,0.1056,0.111085,1,0
DB0-m2_o1_o14_f0_nbo.sym.147_repeat,14.40140,6.98908,14.40140,0.594258,5064.36,1031.67,2037.11,3428,1765.44,0.3486,0.586614,1,0
DB0-m2_o1_o14_f0_nbo.sym.24_repeat,11.14472,8.78180,11.14048,0.585336,5016.93,1045.9,2084.75,3561.62,1618.46,0.3226,0.551136,1,0
DB0-m2_o1_o15_f0_nbo.sym.88_repeat,13.93109,6.69554,13.62384,0.612666,19845.7,3805.7,1917.65,3130,6271.23,0.316,0.515779,1,0
DB0-m2_o1_o16_f0_pcu.sym.12_repeat,7.75252,6.43479,7.75252,0.829306,1336.61,219.032,1638.71,1976,192.472,0.144,0.173639,1,0
DB0-m2_o1_o16_f0_pcu.sym.20_repeat,7.52349,6.48983,7.52349,0.857091,1335.85,214.946,1609.05,1877.34,198.775,0.1488,0.173611,1,0
DB0-m2_o1_o16_f0_pcu.sym.73_repeat,7.14329,6.25916,7.14329,0.86176,1334.56,206.24,1545.39,1793.29,155.876,0.1168,0.135537,1,0
DB0-m2_o1_o16_f0_pcu.sym.82_repeat,7.99730,6.12702,7.99730,0.926059,1344.19,193.533,1439.77,1554.72,145.979,0.1086,0.117271,1,1
DB0-m2_o1_o19_f0_nbo.sym.72_repeat,12.61254,4.28552,12.35027,0.92976,10996.5,1515.91,1378.54,1482.68,1495.52,0.136,0.146274,1,0
DB0-m2_o1_o23_f0_pcu.sym.1_repeat,8.65032,6.09150,8.65032,0.631287,1619.13,371.861,2296.67,3638.08,375.638,0.232,0.367503,1,0
DB0-m2_o1_o23_f0_pcu.sym.73_repeat,8.62337,6.05071,8.62337,0.762047,1629.19,326.303,2002.85,2628.25,267.188,0.164,0.21521,1,0
DB0-m2_o1_o24_f0_nbo.sym.112_repeat,14.73679,8.04636,14.67916,0.839324,4995.67,971.634,1944.95,2317.29,1882.37,0.3768,0.448933,1,0
DB0-m2_o1_o24_f0_nbo.sym.126_repeat,14.03308,6.78419,14.02394,0.665052,4975.06,904.414,1817.9,2733.46,1461.67,0.2938,0.44177,1,0
DB0-m2_o1_o24_f0_nbo.sym.6_repeat,14.22758,8.79210,14.19813,0.516141,4968.05,983.002,1978.65,3833.54,1991.19,0.4008,0.776532,1,0
DB0-m2_o1_o24_f0_pcu.sym.53_repeat,5.75379,4.38387,5.75379,1.20925,1114.42,96.9904,870.319,719.72,34.1013,0.0306,0.025305,1,0
DB0-m2_o1_o25_f0_nbo.sym.138_repeat,15.90326,8.72278,15.90326,0.475894,14866.9,2814.84,1893.36,3978.53,6719.84,0.452,0.949791,1,0
DB0-m2_o1_o25_f0_nbo.sym.57_repeat,15.36584,7.16574,15.36584,0.456216,14698.3,2872.71,1954.45,4284.04,5758.81,0.3918,0.858804,1,0
DB0-m2_o1_o25_f0_pcu.sym.110_repeat,8.26516,5.96286,8.26516,0.709766,1627.27,332.191,2041.4,2876.16,334.892,0.2058,0.289955,1,0
DB0-m2_o1_o26_f0_pcu.sym.39_repeat,7.16272,5.94064,7.16272,0.990607,1766.77,209.008,1182.99,1194.21,146.289,0.0828,0.0835851,1,0
DB0-m2_o1_o27_f0_nbo.sym.119_repeat,15.69124,11.00468,15.69124,0.378108,17764.2,3035.74,1708.91,4519.64,9518.03,0.5358,1.41705,1,0
DB0-m2_o1_o28_f0_nbo.sym.55_repeat,16.23189,9.29250,16.23189,0.430752,21582.2,3675.29,1702.93,3953.38,10312,0.4778,1.10922,1,0
DB0-m2_o1_o29_f0_nbo.sym.22_repeat,15.88058,9.31041,15.87078,0.353592,25609.3,4265.91,1665.76,4710.97,14858.5,0.5802,1.64087,1,0
DB0-m2_o1_o2_f0_nbo.sym.2_repeat,15.21336,9.12744,15.21336,0.440794,13974.8,2678.53,1916.69,4348.27,6308.21,0.4514,1.02406,1,0
DB0-m2_o1_o2_f0_nbo.sym.82_repeat,16.30504,6.87723,16.30253,0.475143,13859.1,2718.81,1961.75,4128.75,5601.85,0.4042,0.850691,1,0
DB0-m2_o1_o2_f0_nbo.sym.85_repeat,16.39244,9.62370,16.39244,0.441863,13997.7,2542.6,1816.44,4110.87,6940.06,0.4958,1.12207,1,0
DB0-m2_o1_o3_f0_pcu.sym.15_repeat,8.93618,7.57034,8.91881,0.626485,1981.75,399.593,2016.36,3218.54,544.188,0.2746,0.438319,1,0
DB0-m2_o1_o4_f0_pcu.sym.29_repeat,7.10986,6.16968,6.97190,1.30252,1118.11,155.524,1390.95,1067.9,122.992,0.11,0.084452,1,0
DB0-m2_o1_o9_f0_nbo.sym.104_repeat,13.35139,6.85826,13.35139,1.15583,5075.01,927.752,1828.08,1581.61,1495.1,0.2946,0.254881,1,0
DB0-m2_o20_o22_f0_nbo.sym.64_repeat,15.84565,11.90438,15.84565,0.340227,17476.4,3095.85,1771.45,5206.66,9835.72,0.5628,1.65419,1,0
DB0-m2_o20_o23_f0_nbo.sym.59_repeat,21.23756,13.38818,21.23756,0.234716,25103.2,3393.47,1351.8,5759.33,16984.8,0.6766,2.88264,1,0
DB0-m2_o20_o24_f0_nbo.sym.34_repeat,17.30990,13.55319,17.10818,0.294009,17824.4,2711.99,1521.51,5175.05,11193.7,0.628,2.13599,1,0
DB0-m2_o20_o24_f0_pcu.sym.19_repeat,11.15526,9.69827,11.15526,0.601834,2023.48,417.835,2064.93,3431.07,655.607,0.324,0.538354,1,0
DB0-m2_o20_o24_f0_pcu.sym.3_repeat,11.29609,9.69682,11.27387,0.501824,2016.83,412.265,2044.13,4073.4,725.654,0.3598,0.716985,1,0
DB0-m2_o20_o25_f0_nbo_repeat,24.82140,16.57542,24.82140,0.166566,28310.5,3211.62,1134.43,6810.66,21493.3,0.7592,4.55794,1,0
DB0-m2_o20_o27_f0_nbo.sym.44_repeat,21.71216,12.32988,21.71216,0.268554,32038.1,4443.77,1387.03,5164.79,20267.3,0.6326,2.35558,1,0
DB0-m2_o20_o59_dme_repeat,22.86793,20.09163,22.86793,0.19262,21049.6,2573.07,1222.38,6346.08,15223.1,0.7232,3.75454,1,0
DB0-m2_o20_pth_repeat,17.69244,14.31047,15.59162,0.224724,19829.4,2854.89,1439.72,6406.63,13515.7,0.6816,3.03305,1,0
DB0-m2_o21_mot-e_repeat,34.61954,33.01506,34.61954,0.162672,27640.5,2824.64,1021.92,6282.1,21194.7,0.7668,4.71379,1,0
DB0-m2_o21_nom_repeat,33.88362,33.01937,33.79583,0.151615,59312.6,5672.64,956.397,6308.08,46904.4,0.7908,5.21586,1,0
DB0-m2_o21_o22_f0_pcu.sym.90_repeat,8.97575,7.11335,8.97575,0.606742,1859.77,405.478,2180.25,3593.38,461.968,0.2484,0.4094,1,0
DB0-m2_o21_o25_f0_pcu.sym.21_repeat,9.22535,6.02083,9.15639,0.468344,2771.48,763.595,2755.19,5882.85,812.597,0.2932,0.626036,1,0
DB0-m2_o21_o27_f0_pcu.sym.141_repeat,13.21244,10.82598,13.20557,0.39724,3350.98,658.866,1966.19,4949.62,1510.62,0.4508,1.13483,1,0
DB0-m2_o21_o27_f0_pcu.sym.64_repeat,13.14296,10.94022,13.14296,0.39468,3364.77,673.975,2003.03,5075.08,1415.9,0.4208,1.06618,1,0
DB0-m2_o21_o29_f0_pcu.sym.54_repeat,10.03026,8.10689,9.36709,0.383965,4791.94,1185.67,2474.3,6444.1,1949.36,0.4068,1.05947,1,0
DB0-m2_o21_uoe_repeat,29.47089,28.12187,29.46063,0.194718,61577.1,7257.71,1178.64,6053.04,45173,0.7336,3.76749,1,0
DB0-m2_o22_o22_f0_nbo.sym.116_repeat,12.73523,8.76520,12.72146,0.57827,4854.68,912.774,1880.19,3251.41,1730.21,0.3564,0.616321,1,0
DB0-m2_o22_o22_f0_nbo.sym.58_repeat,14.05289,8.74234,13.96574,0.561901,4854.39,899.276,1852.5,3296.85,1790.3,0.3688,0.656343,1,0
DB0-m2_o22_o23_f0_pcu.sym.37_repeat,6.75544,5.09194,6.75544,0.906412,1567.73,249.738,1592.99,1757.47,166.493,0.1062,0.117165,1,0
DB0-m2_o22_o23_f0_pcu.sym.62_repeat,5.60797,4.04522,5.45455,1.11682,1593.69,124.773,782.917,701.027,36.6549,0.023,0.0205943,1,0
DB0-m2_o22_o24_f0_nbo.sym.106_repeat,13.69002,8.66188,13.69002,0.571634,4858.84,887.562,1826.7,3195.57,1704.48,0.3508,0.613679,1,0
DB0-m2_o22_o24_f0_pcu.sym.31_repeat,6.56140,4.28468,6.56140,1.11012,1061.58,102.434,964.921,869.203,47.771,0.045,0.0405361,1,0
DB0-m2_o22_o25_f0_nbo.sym.17_repeat,16.13982,9.34365,16.13982,0.459036,7272.72,1248.19,1716.26,3738.83,3515.63,0.4834,1.05308,1,0
DB0-m2_o22_o25_f0_pcu.sym.117_repeat,7.23741,5.19249,7.23741,0.834569,1567.43,243.406,1552.9,1860.72,143.263,0.0914,0.109518,1,0
DB0-m2_o22_o25_f0_pcu.sym.16_repeat,8.11695,4.92475,7.78265,0.779384,1571.65,324.705,2066.02,2650.83,238.891,0.152,0.195026,1,0
DB0-m2_o22_o25_f0_pcu.sym.17_repeat,7.10032,4.69762,6.95523,0.793973,1584.95,301.249,1900.68,2393.89,159.129,0.1004,0.126453,1,0
DB0-m2_o22_o25_f0_pcu.sym.74_repeat,6.91372,4.91820,6.91372,0.835929,1568.79,241.321,1538.27,1840.19,155.624,0.0992,0.11867,1,0
DB0-m2_o22_o26_f0_pcu.sym.2_repeat,9.17860,7.19341,9.17860,0.719144,1717.48,271.206,1579.1,2195.8,340.404,0.1982,0.275605,1,0
DB0-m2_o22_o27_f0_nbo.sym.115_repeat,16.06007,10.88991,16.06007,0.375575,17480.4,2912.16,1665.96,4435.76,9257.6,0.5296,1.4101,1,0
DB0-m2_o22_o27_f0_nbo.sym.126_repeat,13.00669,9.43140,13.00669,0.520613,17424.3,3593.39,2062.29,3961.27,6523.66,0.3744,0.719152,1,0
