Folder Name,H2S_uptake capacity  [mol/kg]
DB0-m3_o2_o26_f0_pcu.sym.37_repeat,35.00822
DB0-m2_o3_o25_f0_pcu.sym.66_repeat,43.28432
DB0-m29_o90_o149_f0_pts.sym.98_repeat,21.87008
DB0-m3_o1_o9_f0_pcu.sym.22_repeat,7.97748
DB0-m3_o18_o1530_f0_fsc.sym.45_repeat,15.75036
DB0-m3_o6_o14_f0_pcu.sym.72_repeat,33.82313
DB0-m3_o13_o14_f0_pcu.sym.79_repeat,21.9647
DB5-hypotheticalMOF_11739_0_0_0_5_2_11_repeat,21.59613
DB0-m2_o6_dia_repeat,70.31143
DB0-m2_o8_o11_f0_pcu.sym.16_repeat,33.84706
DB6-cuf_10730_repeat,26.99608
DB0-m2_o26_o26_f0_pcu.sym.20_repeat,64.33541
DB0-m3_o2_o22_f0_nbo.sym.92_repeat,39.42437
DB0-m3_o146_o20_f0_fsc.sym.83_repeat,14.83485
DB0-m29_o81_o109_f0_pts.sym.61_repeat,28.87776
DB0-m3_o158_o151_f0_fsc.sym.41_repeat,20.08701
DB0-m2_o14_o81_f0_fsc_repeat,9.394185
DB0-m3_o420_o21_f0_fsc.sym.22_repeat,11.33569
DB1-Cu2O8N2-DPAC_A-TED_A_No11_repeat,37.61644
DB0-m2_o7_o25_f0_nbo.sym.104_repeat,51.80983
DB0-m2_o8_o22_f0_pcu.sym.14_repeat,35.84366
DB0-m2_o8_o16_f0_pcu.sym.67_repeat,33.2667
DB0-m3_o153_o13_f0_fsc.sym.18_repeat,16.04946
DB0-m18_o24_o48_f0_fsc_repeat,15.6456
DB0-m2_o27_o101_f0_fsc_repeat,41.117
DB0-m3_o17_o109_f0_fsc.sym.13_repeat,20.15767
DB0-m9_o13_o25_f0_sra.sym.76_repeat,12.24998
DB1-Cu2O8-ADC_A-DPAC_A_No235_repeat,37.97603
DB0-m3_o2_o24_f0_nbo.sym.7_repeat,57.63263
DB0-m29_o99_o53_f0_pts.sym.38_repeat,33.45315
DB0-m2_o8_o9_f0_pcu.sym.56_repeat,24.42479
DB0-m29_o85_o470_f0_pts.sym.80_repeat,21.50217
DB0-m2_o15_o23_f0_pcu.sym.5_repeat,14.22553
DB6-pMOF_322_repeat,36.53985
DB0-m29_o90_o101_f0_pts.sym.97_repeat,29.63872
DB15-cds_N87_E150_opt_repeat,41.19069
DB0-m3_o2_o21_f0_pcu.sym.52_repeat,46.26885
DB5-hypotheticalMOF_5059960_2_1_2_12_10_6_repeat,8.435472
DB0-m2_o11_o24_f0_nbo.sym.54_repeat,45.65491
DB0-m29_o81_o1470_f0_pts.sym.32_repeat,29.07979
DB0-m3_o96_o23_f0_fsc.sym.25_repeat,29.24528
DB13-lvt-Syn021537_repeat,36.72221
DB0-m3_o2_o16_f0_pcu.sym.30_repeat,30.42087
DB0-m2_o36_o36_f0_pts.sym.21_repeat,5.975659
DB0-m2_o21_o27_f0_pcu.sym.59_repeat,60.34739
DB5-hypotheticalMOF_23044_0_0_1_13_7_4_repeat,20.27553
DB0-m3_o14_o23_f0_nbo.sym.135_repeat,44.38748
DB0-m3_o1_o8_f0_pcu.sym.26_repeat,29.44389
DB0-m3_o9_o26_f0_pcu.sym.24_repeat,32.12704
DB0-m2_o14_o24_f0_nbo.sym.70_repeat,34.12882
DB0-m2_o1_o28_f0_pcu.sym.69_repeat,28.0947
DB0-m29_o81_o102_f0_pts.sym.87_repeat,23.32444
DB0-m2_o9_o23_f0_pcu.sym.135_repeat,31.20548
DB0-m9_o6_o18_f0_sra.sym.100_repeat,26.2259
DB13-lvt-Syn032304_repeat,43.50704
DB0-m3_o43_o155_f0_fsc.sym.10_repeat,24.70974
DB0-m3_o35_o35_f0_pts.sym.16_repeat,52.99023
DB0-m29_o91_o93_f0_pts.sym.72_repeat,30.27309
DB5-hypotheticalMOF_5073256_2_1_2_19_15_4_repeat,22.62915
DB0-m3_o16_o21_f0_pcu.sym.62_repeat,27.11667
DB0-m29_o83_o149_f0_pts.sym.11_repeat,21.75294
DB0-m3_o5_o28_f0_nbo.sym.8_repeat,55.33108
DB0-m3_o13_o22_f0_pcu.sym.118_repeat,19.82088
DB0-m3_o38_o39_f0_fof.sym.15_repeat,28.45898
DB0-m3_o17_o115_f0_fsc.sym.54_repeat,25.78002
DB0-m2_o9_o28_f0_pcu.sym.21_repeat,34.723
DB0-m3_o24_o540_f0_fsc.sym.14_repeat,14.98775
DB1-Cu2N8-ADC_B-irmof7_B_No98_repeat,11.11568
DB0-m3_o7_o17_f0_pcu.sym.29_repeat,46.58617
DB5-hypotheticalMOF_20978_0_0_1_10_21_12_repeat,38.76912
DB0-m2_o20_o24_f0_nbo.sym.132_repeat,71.88654
DB0-m3_o9_o23_f0_nbo.sym.47_repeat,39.90246
DB0-m3_o2_o13_f0_pcu.sym.47_repeat,42.31526
DB0-m2_o3_o18_f0_pcu.sym.66_repeat,29.61987
DB0-m3_o17_o153_f0_fsc.sym.14_repeat,18.07418
DB0-m3_o3_o22_f0_pcu.sym.54_repeat,23.7226
DB0-m2_o16_o17_f0_pcu.sym.113_repeat,22.5601
DB5-hypotheticalMOF_5040374_1_0_1_15_16_4_repeat,39.94472
DB5-hypotheticalMOF_5017729_0_0_0_19_11_14_repeat,44.54488
DB0-m29_o99_o52_f0_pts.sym.126_repeat,29.34233
DB0-m3_o480_o159_f0_fsc.sym.18_repeat,13.88165
DB0-m2_o11_o21_f0_pcu.sym.65_repeat,32.76204
DB0-m3_o2_o29_f0_nbo.sym.22_repeat,37.65361
DB0-m3_o52_o156_f0_fsc.sym.18_repeat,23.97989
DB0-m3_o105_o23_f0_fsc.sym.6_repeat,28.10567
DB0-m3_o52_o20_f0_fsc.sym.10_repeat,29.37057
DB0-m15_o8_o84_f0_fsc_repeat,26.79639
DB0-m2_o7_o15_f0_nbo.sym.20_repeat,62.58504
DB0-m3_o16_o28_f0_pcu.sym.15_repeat,39.37819
DB0-m2_o15_o22_f0_nbo.sym.62_repeat,24.4814
DB7-ddmof_4341_repeat,26.16041
DB1-Cu2O8-BTC_B-irmof7_A_No9_repeat,15.03485
DB6-cuf_3452_repeat,38.60204
DB0-m2_o3_o27_f0_pcu.sym.81_repeat,64.95523
DB0-m3_o39_o41_f0_fof.sym.9_repeat,18.96996
DB0-m3_o1480_o25_f0_fsc.sym.91_repeat,15.28432
DB0-m3_o23_o23_f0_nbo.sym.80_repeat,64.1637
DB5-hypotheticalMOF_5036372_3_1_1_18_21_2_repeat,25.14274
DB0-m2_o10_o12_f0_pcu.sym.11_repeat,12.78622
DB0-m2_o16_o28_f0_pcu.sym.16_repeat,32.94766
DB0-m2_o23_o25_f0_pcu.sym.17_repeat,48.03284
DB0-m9_o17_o24_f0_sra.sym.90_repeat,7.974024
DB5-hypotheticalMOF_5043130_2_1_1_20_24_2_repeat,18.94872
DB0-m2_o7_o21_f0_pcu.sym.33_repeat,35.71515
DB0-m3_o13_o19_f0_pcu.sym.58_repeat,22.68026
DB0-m3_o3_o7_f0_pcu.sym.35_repeat,52.55774
DB5-hypotheticalMOF_5074150_2_1_2_23_25_0_repeat,30.6831
DB7-ddmof_3903_repeat,25.75644
DB13-acs-Syn029207_repeat,8.934549
DB0-m3_o1_o11_f0_nbo.sym.39_repeat,50.28109
DB0-m2_o16_o16_f0_pcu.sym.59_repeat,12.42169
DB1-Zn2O8-AZO_A-DPAC_A_No361_repeat,37.21925
DB1-Cu2O8N2-AZO_A-irmof10_A_No336_repeat,38.14727
DB5-hypotheticalMOF_5022436_1_0_0_23_19_14_repeat,52.64277
DB1-Zn2O8N2-AZO_A-irmof7_A_No521_repeat,43.61334
DB1-Zn4O13-irmof14_A-irmof7_A_No406_repeat,35.8046
DB0-m2_o17_o25_f0_pcu.sym.50_repeat,15.02114
DB0-m3_o3_o13_f0_pcu.sym.15_repeat,52.39551
DB0-m2_o9_o19_f0_nbo.sym.121_repeat,28.77635
DB0-m3_o160_o148_f0_fsc.sym.65_repeat,8.355062
DB0-m3_o470_o159_f0_fsc.sym.49_repeat,14.74353
DB13-hxg-Syn032498_repeat,34.05889
DB0-m3_o4_o20_f0_nbo.sym.63_repeat,51.21253
DB0-m29_o88_o149_f0_pts.sym.52_repeat,22.60628
DB0-m3_o155_o52_f0_fsc.sym.3_repeat,25.85198
DB0-m3_o39_o41_f0_fof.sym.29_repeat,21.50879
DB0-m29_o81_o86_f0_pts.sym.63_repeat,26.48279
DB0-m3_o13_o16_f0_pcu.sym.44_repeat,27.20867
DB0-m3_o4_o19_f0_pcu.sym.81_repeat,20.20037
DB0-m29_o88_o111_f0_pts.sym.22_repeat,28.85576
DB0-m3_o1_o9_f0_nbo.sym.119_repeat,28.63592
DB0-m3_o7_o16_f0_pcu.sym.4_repeat,51.89648
DB0-m3_o145_o23_f0_fsc.sym.30_repeat,23.93855
DB0-m9_o23_o25_f0_sra.sym.10_repeat,25.51218
DB5-hypotheticalMOF_5007772_2_0_0_15_0_0_repeat,27.79405
DB0-m3_o7_o17_f0_pcu.sym.24_repeat,51.73286
DB1-MIL47V-ADC_B-irmof20_B_No452_repeat,17.88713
DB5-hypotheticalMOF_5076168_0_0_2_27_2_13_repeat,18.6955
DB0-m3_o13_o29_f0_pcu.sym.91_repeat,50.19282
DB0-m3_o104_o23_f0_fsc.sym.5_repeat,8.223866
DB7-ddmof_22829_repeat,26.3945
DB7-ddmof_5784_repeat,59.82542
DB0-m3_o21_o24_f0_pcu.sym.16_repeat,35.24498
DB7-ddmof_5063_repeat,37.35879
DB0-m3_o7_o24_f0_nbo.sym.17_repeat,55.40978
DB0-m3_o8_o9_f0_pcu.sym.53_repeat,22.66969
DB0-m3_o1_o3_f0_nbo.sym.38_repeat,64.94611
DB5-hypotheticalMOF_5053443_1_1_1_27_19_0_repeat,32.37648
DB0-m3_o160_o152_f0_fsc.sym.44_repeat,13.87789
DB0-m3_o49_o159_f0_fsc.sym.30_repeat,12.48118
DB5-hypotheticalMOF_1001245_0_0_3_10_25_5_repeat,24.0501
DB0-m29_o88_o450_f0_pts.sym.10_repeat,27.51328
DB0-m2_o17_o18_f0_pcu.sym.25_repeat,28.10534
DB5-hypotheticalMOF_5052668_1_0_1_27_12_0_repeat,72.10993
DB0-m3_o18_o29_f0_pcu.sym.45_repeat,66.8593
DB0-m2_o7_o7_f0_pcu.sym.58_repeat,49.78662
DB0-m29_o97_o86_f0_pts.sym.50_repeat,18.62865
DB1-Cu2N8-ADC_B-DPAC_B_No1304_repeat,29.21083
DB0-m3_o13_o17_f0_pcu.sym.67_repeat,21.45992
DB0-m3_o3_o17_f0_pcu.sym.32_repeat,36.99713
DB1-Zn2O8-fum_A-irmof8_A_No213_repeat,15.24159
DB0-m29_o82_o109_f0_pts.sym.72_repeat,22.17481
DB1-Zn4O13-DPAC_A-TED_A_No2_repeat,43.61841
DB0-m29_o81_o149_f0_pts.sym.10_repeat,23.67425
DB0-m2_o14_o24_f0_pcu.sym.6_repeat,12.0136
DB0-m29_o90_o45_f0_pts.sym.118_repeat,20.18655
DB0-m29_o89_o52_f0_pts.sym.28_repeat,26.74347
DB0-m3_o114_o21_f0_fsc.sym.23_repeat,13.59233
DB0-m2_o1_o27_f0_nbo.sym.3_repeat,71.60778
DB0-m3_o16_o25_f0_pcu.sym.35_repeat,37.2451
DB0-m3_o14_o23_f0_pcu.sym.109_repeat,11.78928
DB0-m3_o1_o21_f0_pcu.sym.112_repeat,22.6331
DB1-Cu2O8N2-BDC_A-DPAC_A_No286_repeat,13.30379
DB0-m1_o32_o10_muo_repeat,65.77695
DB0-m29_o89_o100_f0_pts.sym.9_repeat,21.57747
DB1-Cu2O8N2-ADC_A-DPAC_A_No1440_repeat,61.33297
DB0-m2_o2_o9_f0_pcu.sym.69_repeat,17.84505
DB13-lvt-Syn035489_repeat,31.08407
DB1-Zn2O8-irmof12_A-irmof8_A_No11_repeat,41.04716
DB0-m3_o450_o158_f0_fsc.sym.10_repeat,16.38927
DB0-m9_o17_o20_f0_sra.sym.33_repeat,24.40987
DB6-cuf_2582_repeat,31.11099
DB0-m3_o96_o4_f0_fsc.sym.49_repeat,17.02765
DB0-m2_o6_o9_f0_pcu.sym.103_repeat,26.10517
DB0-m3_o16_o22_f0_pcu.sym.30_repeat,23.70657
DB7-ddmof_23172_repeat,25.86944
DB0-m3_o48_o158_f0_fsc.sym.21_repeat,11.99796
DB0-m3_o21_o22_f0_pcu.sym.89_repeat,25.95183
DB0-m3_o15_o24_f0_nbo.sym.73_repeat,32.50089
DB1-Cu2O8-ADC_A-AZO_A_No1048_repeat,22.94497
DB0-m3_o13_o16_f0_pcu.sym.121_repeat,28.38651
DB6-cuf_2873_repeat,30.84122
DB0-m3_o3_o24_f0_pcu.sym.63_repeat,34.06676
DB0-m3_o146_o156_f0_fsc.sym.48_repeat,25.1165
DB0-m3_o160_o530_f0_fsc.sym.10_repeat,28.77661
DB0-m2_o31_o10_moc_repeat,46.66532
DB0-m3_o25_o430_f0_fsc.sym.70_repeat,30.37466
DB0-m3_o7_o22_f0_nbo.sym.100_repeat,50.49226
DB0-m3_o114_o23_f0_fsc.sym.17_repeat,8.098896
DB0-m3_o146_o158_f0_fsc.sym.114_repeat,10.95161
DB0-m2_o28_o28_f0_pcu.sym.65_repeat,47.9586
DB0-m3_o17_o24_f0_nbo.sym.128_repeat,54.39356
DB0-m2_o7_o23_f0_nbo.sym.60_repeat,53.09668
DB1-Cu2O8N2-BDC_A-DPAC_A_No260_repeat,21.42479
DB0-m29_o99_o1500_f0_pts.sym.33_repeat,32.33372
DB0-m2_o11_o15_f0_pcu.sym.30_repeat,14.8547
DB0-m29_o91_o46_f0_pts.sym.51_repeat,20.98486
DB5-hypotheticalMOF_5072084_1_1_2_19_10_7_repeat,6.126557
DB0-m3_o18_o26_f0_pcu.sym.80_repeat,45.15874
DB0-m2_o7_o9_f0_pcu.sym.18_repeat,26.96228
DB1-Cu2O8N2-irmof16_A-irmof8_A_No273_repeat,38.13127
DB0-m9_o3_o25_f0_sra.sym.51_repeat,25.32121
DB0-m2_o4_o25_f0_nbo.sym.78_repeat,48.35201
DB0-m2_o7_o28_f0_pcu.sym.27_repeat,39.03202
DB0-m2_o7_o23_f0_pcu.sym.109_repeat,47.57805
DB0-m3_o16_o150_f0_fsc.sym.35_repeat,15.9553
DB0-m3_o4_o6_f0_pcu.sym.4_repeat,31.56282
DB0-m29_o99_o470_f0_pts.sym.104_repeat,28.58416
DB0-m3_o50_o23_f0_fsc.sym.14_repeat,10.80785
DB5-hypotheticalMOF_5045174_0_0_1_3_11_5_repeat,16.61981
DB13-hxg-Syn019842_repeat,48.46709
DB0-m3_o4_o20_f0_pcu.sym.89_repeat,19.47339
DB13-nbo-Syn028612_repeat,26.54037
DB1-Zn4O13-BDC_A-irmof20_A_No458_repeat,44.55159
DB0-m29_o84_o150_f0_pts.sym.66_repeat,20.59891
DB0-m3_o13_o23_f0_pcu.sym.28_repeat,33.27176
DB0-m3_o10_o11_f0_pcu.sym.3_repeat,13.17264
DB0-m29_o82_o52_f0_pts.sym.84_repeat,24.53723
DB13-cds-Syn028874_repeat,64.00944
DB0-m29_o80_o1490_f0_pts.sym.30_repeat,27.32321
DB0-m3_o52_o158_f0_fsc.sym.2_repeat,20.90271
DB0-m29_o89_o148_f0_pts.sym.62_repeat,15.72228
DB0-m2_o4_o23_f0_nbo.sym.93_repeat,36.96135
DB0-m3_o450_o19_f0_fsc.sym.29_repeat,17.92194
DB0-m2_o1_o151_f0_pcu_repeat,30.61453
DB0-m2_o9_o24_f0_nbo.sym.10_repeat,23.67216
DB5-hypotheticalMOF_5080537_0_0_2_28_3_0_repeat,29.31763
DB0-m3_o1_o24_f0_pcu.sym.39_repeat,9.736934
DB0-m29_o83_o149_f0_pts.sym.76_repeat,20.77197
DB0-m3_o2_o22_f0_nbo.sym.45_repeat,68.94077
DB0-m3_o4_o28_f0_nbo.sym.12_repeat,48.27312
DB0-m2_o15_o17_f0_pcu.sym.68_repeat,12.15161
DB0-m2_o3_o14_f0_nbo.sym.75_repeat,33.03532
DB6-cuf_3234_repeat,39.91498
DB0-m29_o84_o45_f0_pts.sym.56_repeat,15.95489
DB0-m2_o15_o24_f0_nbo.sym.48_repeat,29.31281
DB0-m2_o16_o21_f0_pcu.sym.84_repeat,23.85798
DB5-hypotheticalMOF_688_0_0_0_7_7_2_repeat,23.48528
DB0-m2_o19_o25_f0_nbo.sym.76_repeat,70.77313
DB5-hypotheticalMOF_5022310_0_0_0_3_3_4_repeat,26.91542
DB0-m9_o3_o23_f0_sra.sym.91_repeat,17.11112
DB0-m3_o16_o19_f0_pcu.sym.32_repeat,28.69409
DB0-m3_o1510_o23_f0_fsc.sym.54_repeat,20.7355
DB0-m29_o81_o1490_f0_pts.sym.61_repeat,22.34643
DB0-m2_o2_o19_f0_nbo.sym.25_repeat,51.76149
DB0-m3_o1480_o23_f0_fsc.sym.108_repeat,14.57812
DB0-m2_o16_o26_f0_pcu.sym.29_repeat,28.0793
DB0-m3_o17_o18_f0_pcu.sym.76_repeat,31.5152
DB0-m3_o49_o158_f0_fsc.sym.26_repeat,11.1701
DB0-m9_o13_o21_f0_sra.sym.88_repeat,25.05351
DB0-m2_o7_o20_f0_nbo.sym.28_repeat,33.88126
DB0-m3_o160_o480_f0_fsc.sym.44_repeat,12.17807
DB0-m29_o92_o172_f0_pts.sym.118_repeat,42.83893
DB0-m2_o8_o22_f0_pcu.sym.70_repeat,33.3904
DB0-m3_o5_o22_f0_nbo.sym.18_repeat,30.64333
DB0-m3_o17_o27_f0_pcu.sym.120_repeat,25.40563
DB0-m29_o89_o43_f0_pts.sym.50_repeat,22.53364
DB0-m3_o21_o430_f0_fsc.sym.33_repeat,23.25861
DB0-m2_o1_o9_f0_nbo.sym.53_repeat,38.4845
DB1-Zn2O8N2-ADC_A-irmof7_A_No892_repeat,29.67167
DB13-cds-Syn023615_repeat,41.42494
DB0-m3_o1530_o6_f0_fsc.sym.16_repeat,21.55164
DB1-Zn2O8N2-ADC_A-BDC_A_No958_repeat,41.28935
DB0-m3_o6_o22_f0_pcu.sym.42_repeat,17.97813
DB0-m3_o14_o19_f0_nbo.sym.16_repeat,46.15279
DB0-m3_o2_o17_f0_pcu.sym.94_repeat,39.93836
DB0-m2_o13_o14_f0_pcu.sym.64_repeat,18.75639
DB13-nbo-Syn031315_repeat,36.30465
DB0-m2_o1_o25_f0_nbo.sym.21_repeat,54.06746
DB0-m15_o15_o109_f0_fsc_repeat,9.34528
DB0-m3_o500_o156_f0_fsc.sym.34_repeat,12.88149
DB0-m2_o12_o21_f0_pcu.sym.2_repeat,34.24802
DB0-m29_o90_o109_f0_pts.sym.87_repeat,30.31333
DB0-m2_o19_o25_f0_pcu.sym.71_repeat,38.314
DB0-m2_o14_o19_f0_nbo.sym.68_repeat,31.50265
DB0-m29_o81_o420_f0_pts.sym.36_repeat,27.35817
DB0-m29_o90_o102_f0_pts.sym.43_repeat,22.66325
DB0-m3_o18_o26_f0_pcu.sym.24_repeat,34.12748
DB0-m3_o24_o44_f0_fsc.sym.25_repeat,6.218258
DB0-m29_o95_o87_f0_pts.sym.1_repeat,15.73863
DB6-cuf_7052_repeat,36.17057
DB0-m2_o14_o108_f0_fsc_repeat,9.163112
DB0-m3_o480_o159_f0_fsc.sym.30_repeat,7.805524
DB0-m9_o2_o27_f0_sra.sym.41_repeat,25.1596
DB0-m29_o93_o111_f0_pts.sym.40_repeat,28.22837
DB5-hypotheticalMOF_5003849_3_0_0_18_24_0_repeat,83.91641
DB0-m3_o46_o23_f0_fsc.sym.88_repeat,9.869778
DB12-cg500033b_si_003_clean_repeat,3.695888
DB1-Cu2O8-fum_A-irmof8_A_No10_repeat,32.17817
DB0-m29_o84_o148_f0_pts.sym.53_repeat,11.18255
DB0-m3_o14_o18_f0_pcu.sym.32_repeat,17.52698
DB0-m3_o7_o23_f0_nbo.sym.27_repeat,43.23259
DB0-m2_o17_o29_f0_pcu.sym.75_repeat,49.97521
DB0-m3_o3_o22_f0_pcu_repeat,49.05668
DB0-m3_o20_o26_f0_pcu.sym.64_repeat,45.52876
DB0-m2_o1_o22_f0_nbo.sym.24_repeat,36.94812
DB1-Cu2O8-irmof20_A-imd_No17_repeat,22.86483
DB0-m3_o7_o19_f0_pcu.sym.48_repeat,41.92865
DB6-cuf_5914_repeat,32.40616
DB0-m3_o2_o26_f0_pcu.sym.20_repeat,39.35088
DB1-Cu2O8-ADC_A-BDC_A_No954_repeat,40.4828
DB0-m3_o18_o21_f0_pcu.sym.93_repeat,38.77218
DB0-m3_o5_o9_f0_nbo.sym.88_repeat,27.21389
DB0-m9_o29_o29_f0_sra.sym.46_repeat,33.35453
DB0-m29_o80_o110_f0_pts.sym.57_repeat,25.3881
DB1-Cu2O8N2-DPAC_A-irmof14_A_No807_repeat,65.49212
DB0-m9_o11_o17_f0_sra.sym.66_repeat,12.74586
DB0-m9_o1_o13_f0_sra.sym.96_repeat,11.07684
DB0-m9_o3_o25_f0_sra.sym.47_repeat,35.69482
DB0-m2_o1_o4_f0_nbo.sym.69_repeat,22.76377
DB7-ddmof_5705_repeat,34.00955
DB0-m3_o6_o20_f0_nbo.sym.12_repeat,68.6008
DB0-m18_o18_o42_f0_fsc_repeat,17.83981
DB0-m29_o82_o111_f0_pts.sym.15_repeat,22.31915
DB13-lvt-Syn027759_repeat,40.11
DB6-pMOF_237_repeat,53.91707
DB1-Zn2O8N2-irmof6_A-irmof7_A_No171_repeat,12.88928
DB0-m3_o21_o29_f0_pcu.sym.80_repeat,56.34551
DB6-cuf_5128_repeat,35.51072
DB0-m29_o83_o500_f0_pts.sym.70_repeat,22.0363
DB0-m3_o51_o22_f0_fsc.sym.67_repeat,9.778739
DB0-m3_o450_o22_f0_fsc.sym.1_repeat,13.6595
DB0-m2_o16_o23_f0_pcu.sym.55_repeat,24.64526
DB0-m2_o15_o24_f0_nbo.sym.86_repeat,24.2862
DB0-m2_o8_o27_f0_pcu.sym.92_repeat,32.4376
DB0-m29_o85_o430_f0_pts.sym.55_repeat,27.15928
DB0-m3_o21_o142_f0_fsc_repeat,22.35705
DB0-m29_o92_o93_f0_pts.sym.66_repeat,30.06224
DB0-m29_o97_o450_f0_pts.sym.60_repeat,30.77314
DB5-hypotheticalMOF_5027279_2_0_0_28_25_0_repeat,55.14638
DB0-m3_o16_o23_f0_pcu.sym.138_repeat,34.81734
DB0-m2_o5_o23_f0_nbo.sym.100_repeat,45.68653
DB0-m3_o96_o4_f0_fsc.sym.24_repeat,19.38092
DB0-m2_o23_o25_f0_nbo.sym.136_repeat,51.32433
DB0-m3_o1_o24_f0_nbo.sym.115_repeat,17.63045
DB0-m2_o4_o27_f0_nbo.sym.109_repeat,40.53466
DB0-m2_o17_o25_f0_nbo.sym.35_repeat,66.54869
DB0-m2_o7_o28_f0_pcu.sym.64_repeat,72.93593
DB0-m3_o35_o35_f0_pts.sym.7_repeat,41.59114
DB0-m2_o6_o15_f0_pcu.sym.25_repeat,32.49187
DB0-m3_o6_o19_f0_pcu.sym.57_repeat,49.01901
DB1-Cu2N8-AZO_B-irmof20_B_No144_repeat,20.82775
DB1-Zn2O8N2-ADC_A-irmof7_A_No832_repeat,28.89988
DB0-m3_o96_o22_f0_fsc.sym.72_repeat,20.08475
DB6-cuf_8792_repeat,50.79196
DB0-m3_o1_o50_f0_fsc.sym.3_repeat,6.464615
DB0-m29_o84_o150_f0_pts.sym.6_repeat,24.53072
DB0-m29_o83_o1500_f0_pts.sym.60_repeat,28.31615
DB0-m3_o4_o25_f0_nbo.sym.141_repeat,63.00106
DB0-m3_o17_unc_repeat,75.60949
DB0-m9_o11_o12_f0_sra.sym.41_repeat,8.392266
DB1-Cu2O8-ADC_A-irmof20_A_No119_repeat,33.69513
DB0-m3_o23_o24_f0_nbo.sym.136_repeat,57.5925
DB0-m2_o11_o22_f0_pcu.sym.126_repeat,14.87801
DB5-hypotheticalMOF_5064115_3_0_2_15_21_2_repeat,40.96775
DB0-m3_o158_o151_f0_fsc.sym.14_repeat,21.65287
DB0-m29_o91_o85_f0_pts.sym.26_repeat,25.97064
DB0-m3_o23_o24_f0_pcu.sym.77_repeat,18.93871
DB1-Zn4O13-DPAC_A-irmof8_A_No128_repeat,44.91628
DB13-nbo-Syn029568_repeat,31.8729
DB0-m3_o47_o159_f0_fsc.sym.30_repeat,14.07403
DB7-ddmof_20928_repeat,44.22661
DB0-m3_o440_o23_f0_fsc.sym.119_repeat,19.15816
DB0-m3_o25_o45_f0_fsc.sym.66_repeat,14.52742
DB0-m29_o84_o53_f0_pts.sym.4_repeat,23.08074
DB0-m9_o3_o28_f0_sra.sym.3_repeat,33.76386
DB0-m3_o3_o11_f0_pcu.sym.69_repeat,43.58307
DB0-m3_o22_o25_f0_nbo.sym.154_repeat,48.81813
DB5-hypotheticalMOF_5074893_1_1_2_23_22_0_repeat,20.52405
DB5-hypotheticalMOF_5026171_0_0_0_27_19_11_repeat,65.88824
DB0-m29_o90_o47_f0_pts.sym.21_repeat,20.58351
DB0-m29_o86_o143_f0_pts.sym.5_repeat,23.41962
DB0-m29_o84_o109_f0_pts.sym.30_repeat,24.67428
DB1-Zn2O8-AZO_A-irmof8_A_No129_repeat,44.33688
DB0-m3_o16_o21_f0_pcu.sym.10_repeat,39.97305
DB0-m3_o4_o22_f0_nbo.sym.73_repeat,39.33575
DB0-m2_o8_o18_f0_pcu.sym.79_repeat,42.23863
DB0-m3_o14_o23_f0_nbo.sym.45_repeat,43.56621
DB12-JIXWUJ02_clean_repeat,4.607334
DB5-hypotheticalMOF_5018612_2_0_0_19_12_5_repeat,68.56047
DB0-m3_o13_o24_f0_pcu.sym.38_repeat,23.02636
DB0-m29_o84_o1500_f0_pts.sym.91_repeat,16.52675
DB0-m3_o21_o510_f0_fsc.sym.1_repeat,28.78991
DB0-m2_o1_o28_f0_nbo.sym.62_repeat,52.893
DB0-m9_o14_o17_f0_sra.sym.32_repeat,9.457661
DB0-m3_o1_o22_f0_nbo.sym.153_repeat,42.27887
DB0-m29_o82_o47_f0_pts.sym.70_repeat,19.63778
DB0-m3_o6_o25_f0_nbo.sym.142_repeat,57.41293
DB5-hypotheticalMOF_1001496_0_0_3_11_25_11_repeat,16.95731
DB0-m2_o12_o18_f0_pcu.sym.11_repeat,27.59439
DB0-m29_o99_o151_f0_pts.sym.71_repeat,33.00469
DB0-m3_o43_o6_f0_fsc.sym.10_repeat,21.54872
DB0-m3_o153_o158_f0_fsc.sym.97_repeat,12.97326
DB0-m2_o8_o18_f0_pcu.sym.45_repeat,32.54085
DB0-m3_o2_o5_f0_pcu.sym.46_repeat,17.00931
DB0-m3_o115_o23_f0_fsc.sym.49_repeat,36.81863
DB0-m3_o45_o159_f0_fsc.sym.80_repeat,19.41725
DB0-m3_o2_o10_f0_pcu.sym.112_repeat,14.14289
DB0-m29_o90_o570_f0_pts.sym.3_repeat,35.36201
DB0-m29_o99_o510_f0_pts.sym.27_repeat,31.58357
DB0-m9_o1_o20_f0_sra.sym.16_repeat,18.78874
DB0-m2_o16_o26_f0_pcu.sym.12_repeat,33.16362
DB0-m2_o14_o29_f0_nbo.sym.58_repeat,66.3553
DB0-m3_o26_o27_f0_pcu.sym.72_repeat,72.66118
DB6-cuf_6552_repeat,29.79862
DB5-hypotheticalMOF_4768_0_0_0_1_17_6_repeat,26.29389
DB6-cuf_7179_repeat,35.33316
DB0-m9_o3_o13_f0_sra.sym.11_repeat,17.13094
DB5-hypotheticalMOF_8900_1_0_0_13_17_7_repeat,48.19006
DB0-m3_o112_o25_f0_fsc.sym.10_repeat,13.64045
DB0-m29_o84_o52_f0_pts.sym.118_repeat,19.95021
DB0-m3_o13_o45_f0_fsc.sym.88_repeat,11.64146
