0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,filename
0.0,6.4779606,3.8864148,0.0,0.0,5.3232727,5.349937,7.8413057,0.0,0.0,0.0,5.4696517,5.358455,6.7946506,6.3603306,6.1317687,6.409018,7.0455227,5.996929,0.0,4.062969,4.139601,0.0,4.0849595,0.0,0.0,0.0,0.0,0.0,3.3752985,0.0,5.812034,0.13875769,6.292277,4.253305,7.012763,0.0,0.0,4.4849606,7.168555,0.0,0.0,3.1492214,0.0,7.274692,0.0,0.0,4.1324854,0.0,4.780063,0.0,0.0,5.75461,5.593083,0.0,0.0,4.9884953,0.0,0.0,4.3243723,5.2183576,0.0,4.752107,0.0,0.0,8.132261,8.678739,0.0,0.0,6.129181,0.0,5.3666615,2.4302318,0.0,6.5263243,0.0,0.0,0.0,5.327191,0.0,0.0,0.0,5.522594,0.0,4.480897,8.183318,4.297576,5.024611,0.0,0.0,7.168201,0.0,5.0483932,0.0,4.4471054,0.0,0.0,0.0,4.9402637,4.1961,0.0,7.677392,0.0,3.7207632,0.0,4.8430333,8.738878,0.0,4.3044515,4.1657853,6.687937,4.852253,0.0,0.0,0.0,0.0,4.660624,0.0,0.0,4.5017657,0.0,6.697597,0.0,4.8847,7.1958013,0.0,0.0,6.5949554,DB0-m3_o25_o510_f0_fsc.sym.66_repeat.cif
0.0,1.6992581,0.0,0.0,0.0,0.0,0.0,5.0405035,0.0,0.0,0.0,0.0,3.0395334,3.973095,3.685318,1.3961405,3.9408333,2.56702,1.5720675,0.0,0.0,8.458145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0207596,0.0,2.4907005,3.8232777,1.4653896,0.0,2.999394,0.0,0.0,2.8552976,3.151688,0.0,0.0,0.0,0.0,1.8617913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6709613,2.7574482,0.0,0.0,0.65589404,0.0,0.0,1.737386,2.6113,0.0,0.91490024,0.0,0.0,5.116644,3.1009538,0.0,0.0,1.9303445,2.556055,0.0,5.8895235,0.0,4.7895126,0.0,0.0,0.0,0.6506346,0.0,0.0,0.0,0.9184872,0.0,1.4511222,2.7224793,0.0,3.0289874,0.0,0.0,2.4023347,0.0,0.0,0.0,1.7925866,0.0,0.0,0.0,0.0,0.5285818,0.0,4.139092,0.0,0.0,0.0,2.1960993,2.566532,0.0,2.295871,0.0,1.9593586,2.5231383,0.5298971,0.0,0.0,0.0,0.8976383,0.0,0.0,0.0,0.0,2.097895,0.0,4.7366304,2.2256515,0.0,2.373263,3.2285666,DB5-hypotheticalMOF_6023_3_0_0_10_21_0_repeat.cif
0.0,3.955636,1.3529743,0.0,0.0,1.8693423,2.2918742,6.7415676,0.0,0.0,0.0,1.6593603,4.1109366,5.4640465,5.0816593,3.7467668,5.1650105,4.804908,3.717698,0.0,1.4172195,7.1941705,0.0,0.91421,0.0,0.0,0.0,0.0,0.0,2.5984116,0.0,4.281817,2.3649786,3.7689352,1.0781857,4.9684606,0.0,0.0,3.7529109,5.2594867,0.0,0.0,1.0726705,0.0,4.5192075,0.0,0.0,1.4578143,0.0,2.1035168,0.0,0.0,3.7272048,4.2796435,0.0,0.0,2.6692553,0.0,0.0,3.0231621,3.9111552,0.0,2.7904341,0.0,0.0,6.7548976,5.873881,0.0,0.0,4.004646,0.55144614,1.8661561,4.5624394,0.0,5.873572,0.0,0.0,0.0,2.9495823,0.0,0.0,0.0,3.1279328,0.0,2.847435,5.585387,1.2060479,4.0954347,0.0,0.0,4.809552,0.0,1.866728,0.0,3.0705633,0.0,0.0,0.0,1.8586966,2.1237166,0.0,5.9835796,0.0,1.0119709,0.0,3.5467722,5.665335,0.0,3.3190353,0.18409532,4.405561,3.730387,0.0,0.0,0.0,0.0,2.6563714,0.0,0.0,2.0389366,0.0,4.4359436,0.0,5.046157,4.8332596,0.0,0.0,5.067688,DB0-m3_o4_o17_f0_pcu.sym.25_repeat.cif
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1033237,0.0,0.0,0.0,0.0,2.0804002,2.502099,2.3614902,0.0,2.7904694,0.54862773,0.0,0.0,0.0,8.36578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3125243,0.0,0.8170916,4.4368773,0.0,0.0,1.3272823,0.0,0.0,1.8471836,1.2607228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1700889,0.0,0.0,0.0,0.0,0.0,0.6358062,1.3987343,0.0,0.0,0.0,0.0,3.3732836,0.77209353,0.0,0.0,0.27734563,3.8190851,0.0,6.381213,0.0,3.599857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12256601,0.12291324,0.0,1.9861289,0.0,0.0,0.4659405,0.0,0.0,0.0,0.5338703,0.0,0.0,0.0,0.0,0.0,0.0,2.4145796,0.0,0.0,0.0,1.0003351,0.0,0.0,1.4186095,0.0,0.0,1.5225997,2.1840775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06119517,0.0,4.0554543,0.0,0.0,4.6119967,1.4501328,DB0-m3_o24_o151_f0_fsc.sym.16_repeat.cif
0.0,2.0669115,0.0,0.0,0.0,0.0,0.08600111,5.3686285,0.0,0.0,0.0,0.0,3.2024214,4.241165,3.9183788,1.7739974,4.1393614,2.9486732,1.9215043,0.0,0.0,8.356551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1235871,0.0,2.8087056,3.6334927,1.8401297,0.0,3.322949,0.0,0.0,3.0314531,3.5168118,0.0,0.0,0.0,0.0,2.2827456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.023728,3.0462923,0.0,0.0,0.9721506,0.0,0.0,1.9514006,2.8247025,0.0,1.216884,0.0,0.0,5.39664,3.550813,0.0,0.0,2.267523,2.2405324,0.0,5.7008233,0.0,4.9850574,0.0,0.0,0.0,1.0430838,0.0,0.0,0.0,1.2851957,0.0,1.6992196,3.217009,0.0,3.2125056,0.0,0.0,2.7928305,0.0,0.0,0.0,2.0103712,0.0,0.0,0.0,0.0,0.7574934,0.0,4.4479213,0.0,0.0,0.0,2.4160566,3.0792572,0.0,2.4468076,0.0,2.392751,2.7226856,0.16584413,0.0,0.0,0.0,1.2013592,0.0,0.0,0.24143276,0.0,2.4855595,0.0,4.8119783,2.6838174,0.0,1.8550797,3.5586755,DB0-m3_o150_o6_f0_fsc.sym.12_repeat.cif
0.0,1.7049309,0.0,0.0,0.0,0.0,0.0,5.045887,0.0,0.0,0.0,0.0,3.0406356,3.9770033,3.6897721,1.4019613,3.9446948,2.5728884,1.5776747,0.0,0.0,8.456985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0221953,0.0,2.4958436,3.8204095,1.4702486,0.0,3.004931,0.0,0.0,2.8581867,3.157895,0.0,0.0,0.0,0.0,1.8677119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6768863,2.7616222,0.0,0.0,0.66039795,0.0,0.0,1.7403193,2.6145196,0.0,0.919136,0.0,0.0,5.120946,3.1077812,0.0,0.0,1.9352946,2.5511928,0.0,5.8864574,0.0,4.7933893,0.0,0.0,0.0,0.6574256,0.0,0.0,0.0,0.924245,0.0,1.4552162,2.7297893,0.0,3.0318513,0.0,0.0,2.408056,0.0,0.0,0.0,1.795653,0.0,0.0,0.0,0.0,0.5316294,0.0,4.1441793,0.0,0.0,0.0,2.2000074,2.5749135,0.0,2.2974973,0.0,1.9656395,2.5256026,0.52411276,0.0,0.0,0.0,0.9023098,0.0,0.0,0.0,0.0,2.1039822,0.0,4.737991,2.2332008,0.0,2.3657813,3.2337568,DB12-WOHZAU01_clean_h_repeat.cif
0.0,1.6480937,0.0,0.0,0.0,0.0,0.0,4.9926906,0.0,0.0,0.0,0.0,3.0160775,3.933934,3.6516647,1.3446301,3.9120986,2.5131426,1.5230486,0.0,0.0,8.46884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0054946,0.0,2.4459221,3.847032,1.4138033,0.0,2.9544315,0.0,0.0,2.829824,3.1009178,0.0,0.0,0.0,0.0,1.8036047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6210676,2.7157986,0.0,0.0,0.61268157,0.0,0.0,1.7076331,2.5811257,0.0,0.8723212,0.0,0.0,5.0750265,3.0377023,0.0,0.0,1.8831854,2.5979729,0.0,5.913232,0.0,4.7614126,0.0,0.0,0.0,0.59620076,0.0,0.0,0.0,0.8685174,0.0,1.4161098,2.6530273,0.0,3.002227,0.0,0.0,2.3475456,0.0,0.0,0.0,1.7614104,0.0,0.0,0.0,0.0,0.4980016,0.0,4.0942,0.0,0.0,0.0,2.165154,2.494104,0.0,2.2741005,0.0,1.898318,2.4952753,0.5799385,0.0,0.0,0.0,0.8555615,0.0,0.0,0.0,0.0,2.043325,0.0,4.7235303,2.1612604,0.0,2.4442263,3.1821187,DB0-m9_o5_o13_f0_sra_repeat.cif
0.0,5.7410755,3.1612206,0.0,0.0,4.3927207,4.5237565,7.6317897,0.0,0.0,0.0,4.415959,5.031198,6.457654,6.060727,5.5272346,6.058823,6.463734,5.369317,0.0,3.3474126,5.1115108,0.0,3.176367,0.0,0.0,0.0,0.0,0.0,3.1387553,0.0,5.4725776,0.7824896,5.632637,3.4062276,6.4697156,0.0,0.0,4.3176208,6.69655,0.0,0.0,2.5943906,0.0,6.5830693,0.0,0.0,3.3929029,0.0,4.081992,0.0,0.0,5.212955,5.245588,0.0,0.0,4.368583,0.0,0.0,4.008736,4.9367695,0.0,4.2341785,0.0,0.0,7.8137164,7.9886265,0.0,0.0,5.604288,0.0,4.4228425,3.0971804,0.0,6.3961687,0.0,0.0,0.0,4.6956954,0.0,0.0,0.0,4.868097,0.0,3.9678414,7.557106,3.4410362,4.7987223,0.0,0.0,6.5804577,0.0,4.2398524,0.0,4.0615954,0.0,0.0,0.0,4.088113,3.6430068,0.0,7.280383,0.0,2.9617817,0.0,4.538499,7.943997,0.0,4.1047926,3.0072308,6.110414,4.5773325,0.0,0.0,0.0,0.0,4.079065,0.0,0.0,3.8374274,0.0,6.1445384,0.0,4.981688,6.6035028,0.0,0.0,6.2015014,DB0-m2_o17_o24_f0_pcu.sym.95_repeat.cif
0.0,4.971881,2.3991134,0.0,0.0,3.3884788,3.5865626,7.3146825,0.0,0.0,0.0,3.2596655,4.6424937,6.0392966,5.682086,4.816579,5.689904,5.797727,4.703726,0.0,2.5752182,6.06555,0.0,2.197571,0.0,0.0,0.0,0.0,0.0,2.8691564,0.0,5.0305715,1.4471947,4.853473,2.4578278,5.8596096,0.0,0.0,4.09044,6.124248,0.0,0.0,1.9567369,0.0,5.768145,0.0,0.0,2.6041124,0.0,3.302728,0.0,0.0,4.612589,4.8407087,0.0,0.0,3.6828666,0.0,0.0,3.6152766,4.54217,0.0,3.663253,0.0,0.0,7.40178,7.1497784,0.0,0.0,4.986573,0.0,3.406597,3.7290678,0.0,6.208043,0.0,0.0,0.0,4.003374,0.0,0.0,0.0,4.150132,0.0,3.448804,6.7936697,2.531681,4.521742,0.0,0.0,5.884328,0.0,3.305073,0.0,3.6283588,0.0,0.0,0.0,3.183238,3.0040777,0.0,6.782056,0.0,2.1565883,0.0,4.1597586,7.0200806,0.0,3.8118374,1.7874575,5.4219837,4.260292,0.0,0.0,0.0,0.0,3.4867733,0.0,0.0,3.0952318,0.0,5.480201,0.0,5.0343475,5.9168096,0.0,0.0,5.7685943,DB0-m29_o90_o470_f0_pts.sym.20_repeat.cif
0.0,6.951624,4.383134,0.0,0.0,5.9743824,5.902119,7.902411,0.0,0.0,0.0,6.186374,5.5453715,6.9660535,6.5129976,6.5090365,6.592892,7.3977594,6.400525,0.0,4.5504394,3.3552098,0.0,4.725514,0.0,0.0,0.0,0.0,0.0,3.5122519,0.0,5.9933505,0.0,6.7082043,4.8369884,7.33078,0.0,0.0,4.5605574,7.4457145,0.0,0.0,3.5375044,0.0,7.7145576,0.0,0.0,4.6533656,0.0,5.241435,0.0,0.0,6.097315,5.7888246,0.0,0.0,5.4000044,0.0,0.0,4.5133595,5.36815,0.0,5.0895658,0.0,0.0,8.260214,9.081166,0.0,0.0,6.448143,0.0,5.998895,1.8908433,0.0,6.5411425,0.0,0.0,0.0,5.73501,0.0,0.0,0.0,5.9490256,0.0,4.804511,8.55373,4.8939543,5.132671,0.0,0.0,7.529911,0.0,5.5929375,0.0,4.6812234,0.0,0.0,0.0,5.5291114,4.5519195,0.0,7.8840895,0.0,4.249933,0.0,5.015957,9.234318,0.0,4.406652,4.9972444,7.032339,4.993523,0.0,0.0,0.0,0.0,5.043659,0.0,0.0,4.9526687,0.0,7.037377,0.0,4.7617283,7.560521,0.0,0.0,6.816072,DB0-m3_o16_o29_f0_pcu.sym.107_repeat.cif
